rank,name,basename,genre,esrb_rating,platform,publisher,developer,jp_sales,year
230,Call of Duty: Advanced Warfare,call-of-duty-advanced-warfare,Shooter,M,xbox,Activision,Sledgehammer Games,0.01,2014
238,Medal of Honor: Rising Sun,medal-of-honor-rising-sun,Shooter,T,playstation,Electronic Arts,EA Los Angeles,0.13,2003
239,Battlefield 1,battlefield-1,Shooter,M,xbox,Electronic Arts,EA DICE,0.02,2016
243,FIFA 13,fifa-13,Sports,E,xbox,EA Sports,EA Canada,0.03,2012
244,Resident Evil 5,resident-evil-5,Action,M,playstation,Capcom,Capcom,1.08,2009
245,Fable III,fable-iii,Role-Playing,M,xbox,Microsoft Game Studios,Lionhead Studios,0.05,2010
246,Mario & Sonic at the Olympic Games,mario-amp-sonic-at-the-olympic-games,Sports,E,other,Sega,Sega,0.44,2008
247,Grand Theft Auto: Vice City Stories,grand-theft-auto-vice-city-stories,Action,M,playstation,Rockstar Games,Rockstar Leeds,0.16,2006
248,FIFA Soccer 11,fifa-soccer-11,Sports,E,playstation,EA Sports,EA Canada,0.06,2010
250,Final Fantasy XV,final-fantasy-xv,Role-Playing,T,playstation,Square Enix,Square Enix,1.05,2016
251,Fallout 4,fallout-4,Role-Playing,M,xbox,Bethesda Softworks,Bethesda Game Studios,0.02,2015
252,Tony Hawk's Pro Skater,tony-hawks-pro-skater,Sports,T,playstation,Activision,Neversoft Entertainment,0.02,1999
254,Spyro the Dragon,spyro-the-dragon,Platform,E,playstation,Sony Computer Entertainment,Insomniac Games,0.07,1998
261,Guitar Hero III: Legends of Rock,guitar-hero-iii-legends-of-rock,Misc,T,playstation,RedOctane,BudCat Creations,0.01,2007
262,Uncharted: Drake's Fortune,uncharted-drakes-fortune,Action,T,playstation,Sony Computer Entertainment,Naughty Dog,0.12,2007
264,Fallout 3,fallout-3,Role-Playing,M,xbox,Bethesda Softworks,Bethesda Game Studios,0.09,2008
266,Madden NFL 06,madden-nfl-06,Sports,E,playstation,EA Sports,EA Tiburon,0.01,2005
274,Crash Bandicoot N. Sane Trilogy,crash-bandicoot-n-sane-trilogy,Platform,E10,playstation,Activision,Vicarious Visions,0.07,2017
275,Assassin's Creed,assassins-creed,Action,M,playstation,Ubisoft,Ubisoft Montreal,0.09,2007
277,Crash Team Racing,crash-team-racing,Racing,E,playstation,Sony Computer Entertainment,Naughty Dog,0.44,1999
280,Batman: Arkham City,batman-arkham-city,Action,T,xbox,Warner Bros. Interactive,Rocksteady Studios,0.04,2011
281,Driver 2,driver-2,Action,T,playstation,Atari,Reflections Interactive,0.02,2000
284,Tony Hawk's Pro Skater 2,tony-hawks-pro-skater-2,Sports,T,playstation,Activision,Neversoft Entertainment,0.02,2000
285,Monster Hunter: World,monster-hunter-world,Action,T,playstation,Capcom,Capcom,2.17,2018
287,The Lord of the Rings: The Two Towers,the-lord-of-the-rings-the-two-towers,Action,T,playstation,Electronic Arts,Stormfront Studios,0.08,2002
288,Tomb Raider,tomb-raider,Action,T,playstation,Eidos Interactive,Core Design Ltd.,0.13,1996
291,Forza Motorsport 4,forza-motorsport-4,Racing,E,xbox,Microsoft Studios,Turn 10 Studio,0.06,2011
292,Guitar Hero III: Legends of Rock,guitar-hero-iii-legends-of-rock,Misc,T,nintendo,RedOctane,Vicarious Visions,0,2007
293,"Pokemon: Let's Go, Pikachu!","pikachu""",Role-Playing,E,nintendo,Nintendo,Game Freak,0.82,2018
296,FIFA 15,fifa-15,Sports,E,playstation,EA Sports,EA Canada,0.04,2014
297,Mario & Sonic at the Olympic Winter Games,mario-amp-sonic-at-the-olympic-winter-games,Sports,E,nintendo,Sega,Sega,0.22,2009
298,Overwatch,overwatch,Shooter,T,playstation,Blizzard Entertainment,Blizzard Entertainment,0.17,2016
299,Madden NFL 2005,madden-nfl-2005,Sports,E,playstation,EA Sports,EA Tiburon,0.01,2004
300,Guitar Hero III: Legends of Rock,guitar-hero-iii-legends-of-rock,Misc,T,xbox,RedOctane,Neversoft,0.01,2007
301,Star Wars Battlefront II (2017),star-wars-battlefront-ii-2017,Shooter,T,playstation,Electronic Arts,EA DICE,0.12,2017
310,Madden NFL 07,madden-nfl-07,Sports,E,playstation,EA Sports,EA Tiburon,0.01,2006
311,Spider-Man: The Movie,spider-man-the-movie,Action,E,playstation,Activision,Treyarch,0.03,2002
313,The Elder Scrolls IV: Oblivion,the-elder-scrolls-iv-oblivion,Role-Playing,M,xbox,Take-Two Interactive,Bethesda Softworks,0.13,2009
315,Tony Hawk's Pro Skater 3,tony-hawks-pro-skater-3,Sports,T,playstation,Activision,Neversoft Entertainment,0.01,2001
316,Winning Eleven: Pro Evolution Soccer 2007,winning-eleven-pro-evolution-soccer-2007,Sports,E,playstation,Konami,Konami Computer Entertainment Tokyo,1.05,2007
318,Michael Jackson: The Experience,michael-jackson-the-experience,Misc,E10,nintendo,Ubisoft,Ubisoft Montpellier,0.01,2010
319,Tom Clancy's The Division,tom-clancys-the-division,Shooter,M,playstation,Ubisoft,Massive Entertainment,0.16,2016
320,Need for Speed: Most Wanted,need-for-speed-most-wanted,Racing,T,playstation,Electronic Arts,EA Canada,0.08,2005
321,Resistance: Fall of Man,resistance-fall-of-man,Shooter,M,playstation,Sony Computer Entertainment,Insomniac Games,0.14,2006
322,Tom Clancy's Rainbow Six: Siege,tom-clancys-rainbow-six-siege,Shooter,unrated,playstation,Ubisoft,Ubisoft Montreal,0.36,2015
323,Call of Duty: Advanced Warfare,call-of-duty-advanced-warfare,Shooter,M,xbox,Activision,High Moon Studios,0,2014
324,Watch Dogs,watch-dogs,Action-Adventure,M,playstation,Ubisoft,Ubisoft Montreal,0.11,2014
330,Batman: Arkham Asylum,batman-arkham-asylum,Action,T,playstation,Eidos Interactive,Rocksteady Studios,0.07,2009
331,Call of Duty: Advanced Warfare,call-of-duty-advanced-warfare,Shooter,M,playstation,Activision,High Moon Studios,0.2,2014
333,Namco Museum,namco-museum,Misc,E,nintendo,Namco,Mass Media,0.05,2001
336,Assassin's Creed: Revelations,assassins-creed-revelations,Action,M,playstation,Ubisoft,Ubisoft Montreal,0.1,2011
337,Metal Gear Solid 3: Snake Eater,metal-gear-solid-3-snake-eater,Action,M,playstation,Konami,KCEJ / Kojima Productions,0.83,2004
338,Assassin's Creed: Revelations,assassins-creed-revelations,Action,M,xbox,Ubisoft,Ubisoft Montreal,0.04,2011
339,FIFA Soccer 06,fifa-soccer-06,Sports,E,playstation,EA Sports,EA Canada,0.04,2005
341,Street Fighter IV,street-fighter-iv,Fighting,T,playstation,Capcom,Capcom / Dimps Corporation,0.59,2009
343,FIFA Soccer 12,fifa-soccer-12,Sports,E,xbox,EA Sports,EA Canada,0.02,2011
344,Call of Duty: Ghosts,call-of-duty-ghosts,Shooter,M,playstation,Activision,Infinity Ward,0.05,2013
345,Teenage Mutant Ninja Turtles,teenage-mutant-ninja-turtles,Platform,unrated,nintendo,Ultra Games,Konami,0.31,1989
349,Star Wars Battlefront (2015),star-wars-battlefront-2015,Shooter,T,xbox,Electronic Arts,EA DICE,0.02,2015
350,FIFA 14,fifa-14,Sports,E,xbox,EA Sports,EA Canada,0.01,2013
351,Madden NFL 2003,madden-nfl-2003,Sports,E,playstation,EA Sports,EA Tiburon,0.01,2002
352,Assassin's Creed: Unity,assassins-creed-unity,Action,M,playstation,Ubisoft,Ubisoft Montreal,0.09,2014
353,Destiny 2,destiny-2,Shooter,T,playstation,Activision,Bungie,0.1,2017
354,Half-Life,half-life,Shooter,M,pc,Sierra Entertainment,Valve Software,0.09,1998
356,Batman: Arkham Knight,batman-arkham-knight,Action,M,playstation,Warner Bros. Interactive,Rocksteady Studios,0.11,2015
357,FIFA 07 Soccer,fifa-07-soccer,Sports,E,playstation,EA Sports,Team Fusion,0.03,2006
361,Fallout: New Vegas,fallout-new-vegas,Role-Playing,M,xbox,Bethesda Softworks,Obsidian Entertainment,0.04,2010
362,Assassin's Creed Origins,assassins-creed-origins,Action,M,playstation,Ubisoft,Ubisoft Montreal,0.11,2017
363,Far Cry 4,far-cry-4,Shooter,M,playstation,Ubisoft,Ubisoft Montreal,0.11,2014
364,Carnival Games,carnival-games,Misc,E,nintendo,Global Star Software,Cat Daddy Games,0.05,2007
365,World Soccer Winning Eleven 9,world-soccer-winning-eleven-9,Sports,E,playstation,Konami,Konami Computer Entertainment Tokyo,0.9,2006
366,Forza Motorsport 2,forza-motorsport-2,Racing,E,xbox,Microsoft Game Studios,Turn 10 Studios,0.03,2007
367,Namco Museum Vol.3,namco-museum-vol3,Misc,E,playstation,Namco,Namco,0.16,1997
368,Tekken Tag Tournament,tekken-tag-tournament,Fighting,T,playstation,Namco,Namco,0.51,2000
377,Fallout 3,fallout-3,Role-Playing,M,playstation,Bethesda Softworks,Bethesda Game Studios,0.07,2008
381,NBA 2K16,nba-2k16,Sports,E10,playstation,2K Sports,Visual Concepts,0.05,2015
382,Left 4 Dead 2,left-4-dead-2,Shooter,M,xbox,Electronic Arts,Certain Affinity / Valve Software,0.05,2009
383,Far Cry 5,far-cry-5,Action,M,playstation,Ubisoft,Ubisoft,0.15,2018
384,Battlefield 4,battlefield-4,Shooter,M,playstation,Electronic Arts,EA DICE,0.19,2013
385,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,playstation,Ubisoft,Ubisoft Montreal,0.13,2013
386,EA Sports Active,ea-sports-active,Sports,E,nintendo,EA Sports,EA Vancouver,0.06,2009
391,Tony Hawk's Underground,tony-hawks-underground,Sports,T,playstation,Activision,Neversoft Entertainment,0.01,2003
394,Sports Champions,sports-champions,Sports,E10,playstation,Sony Computer Entertainment,SCE San Diego Studio,0.1,2010
395,MotorStorm,motorstorm,Racing,T,playstation,Sony Computer Entertainment,Evolution Studios,0.06,2007
396,World Soccer Winning Eleven 8 International,world-soccer-winning-eleven-8-international,Sports,E,playstation,Konami,Konami Computer Entertainment Tokyo,1.12,2005
397,Namco Museum Vol.1,namco-museum-vol1,Misc,E,playstation,Namco,Namco,0.22,1996
401,Gran Turismo Sport,gran-turismo-sport,Racing,E,playstation,Sony Interactive Entertainment,Polyphony Digital,0.24,2017
405,Ratchet & Clank: Size Matters,ratchet-amp-clank-size-matters,Platform,E10,playstation,Sony Computer Entertainment,High Impact Games,0.1,2007
406,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,Action,E,playstation,Electronic Arts,Argonaut Games,0.14,2001
411,FIFA Soccer 2005,fifa-soccer-2005,Sports,E,playstation,EA Sports,EA Canada,0.04,2004
414,Tony Hawk's Pro Skater 4,tony-hawks-pro-skater-4,Sports,T,playstation,Activision,Neversoft Entertainment,0.01,2002
416,MySims,mysims,Simulation,E,other,Electronic Arts,EA Redwood Shores,0.08,2007
418,SOCOM: U.S. Navy SEALs,socom-us-navy-seals,Shooter,M,playstation,Sony Computer Entertainment,Zipper Interactive,0.06,2002
419,Battlefield 4,battlefield-4,Shooter,M,playstation,Electronic Arts,EA DICE,0.27,2013
420,Jak and Daxter: The Precursor Legacy,jak-and-daxter-the-precursor-legacy,Platform,E,playstation,Sony Computer Entertainment,Naughty Dog,0.15,2001
422,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,E,playstation,Konami,Konami,0.64,2008
423,FIFA Soccer 10,fifa-soccer-10,Sports,E,playstation,EA Sports,EA Canada,0.05,2009
426,Star Wars Battlefront,star-wars-battlefront,Shooter,T,playstation,LucasArts,Pandemic Studios,0.03,2004
430,Assassin's Creed Syndicate,assassins-creed-syndicate,Action,M,playstation,Ubisoft,Ubisoft Quebec,0.08,2015
431,Star Wars Battlefront II,star-wars-battlefront-ii,Shooter,T,playstation,LucasArts,Pandemic Studios,0.03,2005
432,Assassin's Creed: Unity,assassins-creed-unity,Action,M,xbox,Ubisoft,Ubisoft Montreal,0,2014
433,Cooking Mama 2: Dinner With Friends,cooking-mama-2-dinner-with-friends,Simulation,E,other,Majesco,Office Create,0.1,2007
435,WWF SmackDown!,wwf-smackdown,Fighting,T,playstation,THQ,Yuke's,0.06,2000
437,Battlefield 4,battlefield-4,Shooter,M,xbox,Electronic Arts,EA DICE,0.02,2013
438,Grand Theft Auto: Liberty City Stories,grand-theft-auto-liberty-city-stories,Action,M,playstation,Rockstar Games,Rockstar Leeds,0.07,2006
439,The Getaway,the-getaway,Action,M,playstation,Sony Computer Entertainment,Team Soho,0.05,2003
440,Tomb Raider III: Adventures of Lara Croft,tomb-raider-iii-adventures-of-lara-croft,Adventure,T,playstation,Eidos Interactive,Core Design Ltd.,0.12,1998
441,Batman: Arkham Asylum,batman-arkham-asylum,Action,T,xbox,Eidos Interactive,Rocksteady Studios,0.02,2009
442,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,xbox,Ubisoft,Ubisoft Montreal,0.03,2010
443,James Bond 007: Agent Under Fire,james-bond-007-agent-under-fire,Shooter,T,playstation,Electronic Arts,EA Redwood Shores,0.1,2001
444,LEGO Star Wars: The Video Game,lego-star-wars-the-video-game,Action,E,playstation,Eidos Interactive,Traveller's Tales,0.01,2005
445,Resident Evil 5,resident-evil-5,Action,M,xbox,Capcom,Capcom,0.12,2009
447,NBA 2K17,nba-2k17,Sports,E,playstation,2K Sports,Visual Concepts,0.03,2016
448,FIFA Soccer 11,fifa-soccer-11,Sports,E,xbox,EA Sports,EA Canada,0.02,2010
449,Spyro 2: Ripto's Rage!,spyro-2-riptos-rage,Platform,E,playstation,Sony Computer Entertainment,Insomniac Games,0.01,1999
450,Left 4 Dead,left-4-dead,Shooter,M,xbox,Valve Corporation,Certain Affinity / Valve Software,0.05,2008
456,FIFA Soccer 2004,fifa-soccer-2004,Sports,E,playstation,EA Sports,EA Canada,0.04,2003
459,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,xbox,Electronic Arts,EA Digital Illusions CE,0.04,2010
460,Borderlands,borderlands,Shooter,M,xbox,2K Games,Gearbox Software,0.03,2009
461,Mario & Sonic at the Olympic Winter Games,mario-amp-sonic-at-the-olympic-winter-games,Sports,E,other,Sega,Sega,0.27,2009
463,Guitar Hero: On Tour,guitar-hero-on-tour,Misc,E10,other,Activision,Vicarious Visions,0.01,2008
465,Halo: The Master Chief Collection,halo-the-master-chief-collection,Shooter,M,xbox,Microsoft Studios,343 Industries,0.03,2014
467,Tekken 4,tekken-4,Fighting,T,playstation,Namco,Namco,0.33,2002
468,FIFA 14,fifa-14,Sports,E,playstation,EA Sports,EA Canada,0.12,2013
469,LittleBigPlanet 2,littlebigplanet-2,Platform,E,playstation,Sony Computer Entertainment,Media Molecule,0.06,2011
472,Spider-Man 2,spider-man-2,Action,T,playstation,Activision,Treyarch,0.02,2004
475,FIFA Soccer 2003,fifa-soccer-2003,Sports,E,playstation,EA Sports,EA Canada,0.05,2002
476,Crash Bash,crash-bash,Misc,E,playstation,Sony Computer Entertainment,Eurocom Entertainment Software,0.19,2000
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,playstation,Bethesda Softworks,Bethesda Softworks,0.08,2016
480,Watch Dogs 2,watch-dogs-2,Action,unrated,playstation,Ubisoft,Ubisoft,0.12,2016
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,xbox,Ubisoft,Ubisoft Montreal,0.01,2013
485,NBA 2K18,nba-2k18,Sports,E10,playstation,2K Sports,Visual Concepts,0.04,2017
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,playstation,Electronic Arts,Eurocom Entertainment Software,0.12,2002
490,Ratchet & Clank,ratchet-amp-clank,Platform,T,playstation,Sony Computer Entertainment,Insomniac Games,0.57,2002
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,T,playstation,LucasArts,The Collective,0.03,2005
493,Max Payne,max-payne,Shooter,M,playstation,Rockstar Games,Remedy Entertainment,0.05,2001
499,The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,Action,T,playstation,Electronic Arts,"Hypnos Entertainment, Inc.",0.05,2003
502,True Crime: Streets of LA,true-crime-streets-of-la,Action,M,playstation,Activision,Luxoflux,0.02,2003
503,Gran Turismo (PSP),gran-turismo-psp,Racing,E,playstation,Sony Computer Entertainment,Polyphony Digital,0.31,2009
504,Far Cry 3,far-cry-3,Shooter,unrated,playstation,Ubisoft,Ubisoft Montreal,0.1,2012
507,Tekken,tekken,Fighting,T,playstation,Namco,Namco,0.77,1995
510,L.A. Noire,la-noire,Adventure,M,playstation,Rockstar Games,Team Bondi,0.12,2011
515,WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,Fighting,T,playstation,THQ,Yuke's,0.07,2000
516,Middle-Earth: Shadow of Mordor,middle-earth-shadow-of-mordor,Action,M,playstation,Warner Bros. Interactive Entertainment,Monolith Productions,0.05,2014
517,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,playstation,Ubisoft,Ubisoft Montreal,0.06,2013
519,Enter the Matrix,enter-the-matrix,Action,T,playstation,Atari,Shiny Entertainment,0.09,2003
520,Assassin's Creed Odyssey,assassins-creed-odyssey,Action-Adventure,M,playstation,Ubisoft,Ubisoft Quebec,0.09,2018
521,Fallout: New Vegas,fallout-new-vegas,Role-Playing,M,playstation,Bethesda Softworks,Obsidian Entertainment,0.1,2010
522,Ace Combat 04: Shattered Skies,ace-combat-04-shattered-skies,Simulation,E,playstation,Namco,Namco,0.38,2001
527,Spider-Man,spider-man,Action,E,playstation,Activision,Neversoft Entertainment,0.02,2000
529,The Elder Scrolls IV: Oblivion,the-elder-scrolls-iv-oblivion,Role-Playing,M,playstation,Bethesda Softworks,4J Studios,0.14,2007
533,Resident Evil 6,resident-evil-6,Action,M,playstation,Capcom,Capcom,0.88,2012
534,Tom Clancy's Ghost Recon Wildlands,tom-clancys-ghost-recon-wildlands,Shooter,M,playstation,Ubisoft,Ubisoft Paris,0.22,2017
535,NBA 2K13,nba-2k13,Sports,E,xbox,2K Sports,Visual Concepts,0.01,2012
536,Titanfall,titanfall,Shooter,M,xbox,Electronic Arts,Respawn Entertainment,0.04,2014
538,Mass Effect 2,mass-effect-2,Role-Playing,M,xbox,Electronic Arts,BioWare Edmonton,0.03,2010
539,Madden NFL 2002,madden-nfl-2002,Sports,E,playstation,EA Sports,EA Sports,0.01,2001
542,Saints Row 2,saints-row-2,Action,M,xbox,THQ,Volition Inc.,0.02,2008
546,Heavy Rain,heavy-rain,Adventure,M,playstation,Sony Computer Entertainment,Quantic Dream,0.06,2010
548,Borderlands 2,borderlands-2,Shooter,unrated,xbox,2K Games,Gearbox Software,0.04,2013
550,Mass Effect 3,mass-effect-3,Role-Playing,M,xbox,Electronic Arts,BioWare,0.03,2012
553,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,M,playstation,Konami Digital Entertainment,Kojima Productions,0.5,2015
558,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Sports,unrated,playstation,THQ,Yuke's Future Media Creators,0.07,2002
559,Disney Epic Mickey,disney-epic-mickey,Platform,E,nintendo,Disney Interactive Studios,Junction Point Studios,0.12,2010
560,Killzone 2,killzone-2,Shooter,M,playstation,Sony Computer Entertainment,Guerrilla Games,0.08,2009
573,inFAMOUS,infamous,Action,T,playstation,Sony Computer Entertainment,Sucker Punch Productions,0.12,2009
574,World Soccer Winning Eleven 6 International,world-soccer-winning-eleven-6-international,Sports,E,playstation,Konami,Konami Computer Entertainment Tokyo,1.16,2003
575,Far Cry 3,far-cry-3,Shooter,M,xbox,Ubisoft,Ubisoft Montreal,0.02,2012
581,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,playstation,Electronic Arts,EA Digital Illusions CE,0.08,2010
582,Hitman 2: Silent Assassin,hitman-2-silent-assassin,Action,M,playstation,Eidos Interactive,IO Interactive,0.04,2002
583,Yokai Watch 2: Psychic Specters,yokai-watch-2-psychic-specters,Role-Playing,E10,nintendo,Nintendo,Level 5,2.69,2017
584,Street Fighter IV,street-fighter-iv,Fighting,T,xbox,Capcom,Capcom / Dimps Corporation,0.15,2009
585,SOCOM II: U.S. Navy SEALs,socom-ii-us-navy-seals,Shooter,M,playstation,Sony Computer Entertainment,Zipper Interactive,0.06,2003
586,WWE SmackDown! vs. RAW 2006,wwe-smackdown-vs-raw-2006,Fighting,T,playstation,THQ,Yuke's,0.04,2005
588,Pac-Man Collection,pac-man-collection,Puzzle,E,nintendo,Namco,Mass Media,0.05,2001
592,Doom (2016),doom-2016,Shooter,unrated,playstation,Bethesda Softworks,id Software,0.04,2016
593,Mass Effect,mass-effect,Role-Playing,M,xbox,Microsoft Game Studios,BioWare Edmonton,0.03,2007
598,World Soccer Winning Eleven 7 International,world-soccer-winning-eleven-7-international,Sports,E,playstation,Konami,Konami Computer Entertainment Tokyo,1.13,2004
600,Cooking Mama: Cook Off,cooking-mama-cook-off,Simulation,E,nintendo,Majesco,Office Create,0.05,2007
601,Hot Shots Golf 3,hot-shots-golf-3,Sports,E,playstation,Sony Computer Entertainment,Clap Hanz,1.38,2002
602,Call of Duty: Finest Hour,call-of-duty-finest-hour,Shooter,T,playstation,Activision,Spark Unlimited,0.01,2004
603,Syphon Filter,syphon-filter,Shooter,T,playstation,989 Studios,Eidetic,0.02,1999
605,Mafia III,mafia-iii,Action-Adventure,M,playstation,2K Games,Hangar 13,0.04,2016
607,Colin McRae Rally,colin-mcrae-rally,Racing,E,playstation,Sony Computer Entertainment,Codemasters,0.12,2000
611,The Elder Scrolls III: Morrowind,the-elder-scrolls-iii-morrowind,Role-Playing,T,xbox,Bethesda Softworks,Bethesda Softworks,0.03,2002
613,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,playstation,Ubisoft,Ubisoft Montreal,0.11,2010
622,BioShock,bioshock,Shooter,M,xbox,2K Games,2K Australia / 2K Boston,0.05,2007
624,WWE SmackDown! vs. Raw,wwe-smackdown-vs-raw,Fighting,T,playstation,THQ,Yuke's,0.04,2004
625,Finding Nemo,finding-nemo,Platform,E,nintendo,THQ,Vicarious Visions,0.04,2003
626,Medal of Honor,medal-of-honor,Shooter,M,playstation,Electronic Arts,EA Los Angeles,0.07,2010
627,Diablo III: Ultimate Evil Edition,diablo-iii-ultimate-evil-edition,Role-Playing,M,playstation,Blizzard Entertainment,Blizzard Entertainment,0.08,2014
629,Gran Turismo (PSP),gran-turismo-psp,Racing,E,playstation,Sony Computer Entertainment,Polyphony Digital,0.31,2009
630,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,E10,playstation,Electronic Arts,Criterion Games,0.03,2010
632,Killzone 3,killzone-3,Shooter,M,playstation,Sony Computer Entertainment,Guerrilla Games,0.09,2011
633,WWE SmackDown! Here Comes the Pain,wwe-smackdown-here-comes-the-pain,Fighting,T,playstation,THQ,Yuke's,0.04,2003
636,Hot Shots Golf,hot-shots-golf,Sports,unrated,playstation,Sony Computer Entertainment,Camelot Software Planning,2.13,1998
640,WWF SmackDown! Just Bring It,wwf-smackdown-just-bring-it,Fighting,T,playstation,THQ,Yuke's,0.04,2001
644,Ratchet & Clank: Going Commando,ratchet-amp-clank-going-commando,Platform,T,playstation,Sony Computer Entertainment,Insomniac Games,0.26,2003
647,Saints Row: The Third,saints-row-the-third,Action,M,xbox,THQ,Volition Inc.,0.07,2011
652,Need for Speed: Most Wanted (2012),need-for-speed-most-wanted-2012,Racing,E10,playstation,Electronic Arts,Criterion Games,0.06,2012
654,L.A. Noire,la-noire,Adventure,M,xbox,Rockstar Games,Team Bondi,0.02,2011
656,Far Cry: Primal,far-cry-primal,Action-Adventure,M,playstation,Ubisoft,Ubisoft Montreal,0.07,2016
657,"Pokemon: Let's Go, Eevee!","eevee""",Role-Playing,E,nintendo,Nintendo,Game Freak,0.51,2018
659,Need for Speed (2015),need-for-speed-2015,Racing,T,playstation,Electronic Arts,Ghost Games,0.06,2015
668,Call of Duty 3,call-of-duty-3,Shooter,T,xbox,Activision,Treyarch,0.02,2006
669,LEGO Star Wars II: The Original Trilogy,lego-star-wars-ii-the-original-trilogy,Action,E10,playstation,LucasArts,Traveller's Tales,0.01,2006
674,Halo Wars,halo-wars,Strategy,T,xbox,Microsoft Game Studios,Ensemble Studios,0.04,2009
675,Call of Duty 2: Big Red One,call-of-duty-2-big-red-one,Shooter,T,playstation,Activision,Treyarch,0.01,2005
678,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Fighting,T,playstation,THQ,Yuke's,0.04,2002
679,Final Fantasy XIII-2,final-fantasy-xiii-2,Role-Playing,T,playstation,Square Enix,Square Enix,0.89,2012
680,Medal of Honor Heroes,medal-of-honor-heroes,Shooter,T,playstation,Electronic Arts,Team Fusion,0.01,2006
682,Need for Speed: Shift,need-for-speed-shift,Racing,E,playstation,Electronic Arts,Slightly Mad Studios,0.04,2009
686,Medal of Honor,medal-of-honor,Shooter,M,xbox,Electronic Arts,EA Los Angeles,0.04,2010
687,NBA 2K12,nba-2k12,Sports,E,xbox,2K Sports,Visual Concepts,0.01,2011
688,Midnight Club: Street Racing,midnight-club-street-racing,Racing,T,playstation,Rockstar Games,Angel Studios,0.02,2000
689,NBA 2K13,nba-2k13,Sports,E,playstation,2K Sports,Visual Concepts,0.05,2012
690,NBA 2K19,nba-2k19,Sports,E,playstation,2K Sports,Visual Concepts,0.03,2018
693,FIFA Soccer 10,fifa-soccer-10,Sports,E,xbox,EA Sports,EA Canada,0.01,2009
694,LittleBigPlanet,littlebigplanet,Platform,E,playstation,Sony Computer Entertainment,SCEE Cambridge,0.01,2009
695,Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,Adventure,E,playstation,Electronic Arts,Eurocom Entertainment Software,0.04,2002
699,Streets of Rage,streets-of-rage,Action,unrated,other,Sega,Sega,0.11,1990
700,Grand Theft Auto: Episodes from Liberty City,grand-theft-auto-episodes-from-liberty-city,Adventure,M,xbox,Rockstar Games,Rockstar North,0.03,2009
702,Mario + Rabbids: Kingdom Battle,mario-rabbids-kingdom-battle,Strategy,E10,nintendo,Ubisoft,Ubisoft Milan,0.22,2017
704,FIFA Soccer 09,fifa-soccer-09,Sports,E,playstation,Electronic Arts,EA Canada,0.04,2008
709,WWE SmackDown vs. RAW 2007,wwe-smackdown-vs-raw-2007,Fighting,T,playstation,THQ,Yuke's,0.03,2006
711,Ratchet & Clank: Up Your Arsenal,ratchet-amp-clank-up-your-arsenal,Platform,T,playstation,Sony Computer Entertainment,Insomniac Games,0.31,2004
714,NBA 2K14,nba-2k14,Sports,E,xbox,2K Sports,Visual Concepts,0,2013
715,Ratchet & Clank Future: Tools of Destruction,ratchet-amp-clank-future-tools-of-destruction,Platform,E10,playstation,Sony Computer Entertainment,Insomniac Games,0.08,2007
716,Hot Shots Golf,hot-shots-golf,Sports,unrated,playstation,Sony Computer Entertainment,Camelot Software Planning,2.13,1998
717,Dragon Age: Origins,dragon-age-origins,Role-Playing,M,xbox,Electronic Arts,BioWare Edmonton,0.03,2009
718,FIFA 16,fifa-16,Sports,E,playstation,EA Sports,EA Canada,0.05,2015
723,Crazy Taxi,crazy-taxi,Racing,T,playstation,Acclaim Entertainment,Hitmaker,0.06,2001
725,Tomb Raider (2013),tomb-raider-2013,Action,M,playstation,Square Enix,Crystal Dynamics,0.08,2013
726,Midnight Club: Los Angeles,midnight-club-los-angeles,Racing,T,playstation,Rockstar Games,Rockstar San Diego,0.05,2008
727,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,E,playstation,Konami,Konami,0.26,2008
741,NBA 2K15,nba-2k15,Sports,E,playstation,2K Sports,Visual Concepts,0.01,2014
