rank,name,basename,genre,esrb_rating,platform,publisher,developer,na_sales,year
2551,Wipeout: In The Zone,wipeout-in-the-zone,Misc,E10,xbox,Activision,Activision,0.87,2011
2552,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,yu-gi-oh-worldwide-edition-stairway-to-the-destined-duel,Misc,E,nintendo,Konami,KCEJ,0.68,2003
2553,NCAA Football 2000,ncaa-football-2000,Sports,E,other,EA Sports,EA Sports,0.53,1999
2554,White Knight Chronicles: International Edition,white-knight-chronicles-international-edition,Role-Playing,T,other,Sony Computer Entertainment,Level 5,0.34,2010
2556,Lego Batman 3: Beyond Gotham,lego-batman-3-beyond-gotham,Action,E10,other,Warner Bros. Interactive Entertainment,Traveller's Tales,0.37,2014
2557,Disney Magic Castle: My Happy Life,disney-magic-castle-my-happy-life,Simulation,E,nintendo,Nintendo,High Horse Entertainment,0.17,2014
2559,Killzone,killzone,Shooter,M,other,Sony Computer Entertainment,Guerrilla Games,0.79,2004
2560,Borderlands 2,borderlands-2,Shooter,M,pc,2K Games,Gearbox Software,0.43,2012
2561,Colin McRae Rally 04,colin-mcrae-rally-04,Racing,unrated,other,Codemasters,Codemasters,0.01,2003
2563,The SpongeBob SquarePants Movie,the-spongebob-squarepants-movie,Platform,E,nintendo,THQ,Heavy Iron Studios,0.73,2004
2564,Skylanders: Spyro's Adventure,skylanders-spyros-adventure,Action,E10,other,Activision,Toys for Bob,0.39,2011
2565,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,midway-presents-arcades-greatest-hits-the-atari-collection-1,Misc,E,other,Midway Games,Digital Eclipse,0.52,1996
2566,Brutal Legend,brutal-legend,Action,M,other,Electronic Arts,Double Fine Productions,0.54,2009
2567,Castlevania: Lament of Innocence,castlevania-lament-of-innocence,Action,M,other,Konami,Konami Computer Entertainment Tokyo,0.46,2003
2568,Brothers In Arms: Hell's Highway,brothers-in-arms-hells-highway,Shooter,M,other,Ubisoft,Gearbox Software,0.45,2008
2570,WWE SmackDown vs. Raw 2009,wwe-smackdown-vs-raw-2009,Fighting,T,other,THQ,Yuke's Media Creations,0.51,2008
2571,Destroy All Humans!,destroy-all-humans,Adventure,T,other,THQ,Pandemic Studios,0.78,2005
2572,MVP Baseball 2005,mvp-baseball-2005,Sports,E,xbox,EA Sports,EA Canada,0.7,2005
2573,Tony Hawk: RIDE,tony-hawk-ride,Sports,E10,nintendo,Activision,Buzz Monkey Software,0.69,2009
2574,SaGa Frontier 2,saga-frontier-2,Role-Playing,T,other,Square EA,SquareSoft,0.1,2000
2575,NBA 2K14,nba-2k14,Sports,E,xbox,2K Sports,Visual Concepts,0.72,2013
2576,NCAA Football 10,ncaa-football-10,Sports,E,xbox,EA Sports,EA Tiburon,0.87,2009
2577,Lego Batman 3: Beyond Gotham,lego-batman-3-beyond-gotham,Action,E10,xbox,Warner Bros. Interactive Entertainment,Traveller's Tales,0.48,2014
2578,MLB 2000,mlb-2000,Sports,E,other,Sony Computer Entertainment,989 Sports,0.52,1999
2579,Bully,bully,Action,T,other,Rockstar Games,Rockstar Vancouver,0.75,2006
2580,EA Sports Active 2,ea-sports-active-2,Sports,E,other,Electronic Arts,EA Vancouver,0.54,2010
2581,The Sims 2,the-sims-2,Simulation,E10,other,Electronic Arts,Maxis,0.81,2005
2582,Prince of Persia: The Sands of Time,prince-of-persia-the-sands-of-time,Adventure,T,xbox,Ubisoft,Ubisoft Montreal,0.57,2003
2583,Hot Shots Golf Fore!,hot-shots-golf-fore,Sports,unrated,other,Sony Computer Entertainment,Clap Hanz,0.46,2004
2584,MLB 06: The Show,mlb-06-the-show,Sports,E,other,Sony Computer Entertainment,SCEA San Diego Studios,0.78,2006
2586,NHL 2003,nhl-2003,Sports,E,other,EA Sports,EA Canada,0.46,2002
2587,SingStar Abba,singstar-abba,Misc,T,other,Sony Computer Entertainment,SCEE London Studio,0.27,2008
2588,MLB 12: The Show,mlb-12-the-show,Sports,E,other,Sony Computer Entertainment,SCE San Diego Studio,0.86,2012
2589,Monster Trucks / Quad Desert Fury Double Value!,monster-trucks,Racing,E,nintendo,Majesco,Skyworks Technologies,0.67,2005
2590,Tony Hawk's Pro Skater 4,tony-hawks-pro-skater-4,Sports,T,xbox,Activision,Neversoft Entertainment,0.59,2002
2591,Kingdom Hearts Re:coded,kingdom-hearts-recoded,Role-Playing,E10,other,Square Enix,High Horse Entertainment,0.53,2011
2592,FIFA Street (2012),fifa-street-2012,Sports,E,xbox,EA Sports,EA Canada,0.21,2012
2593,Guitar Hero: Metallica,guitar-hero-metallica,Misc,T,nintendo,Activision,BudCat Creations,0.4,2009
2594,Fallout 76,fallout-76,Role-Playing,M,xbox,Bethesda Softworks,Bethesda Game Studios,0.59,2018
2595,2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,2-games-in-1-double-pack-finding-nemo,Misc,E,nintendo,THQ,Vicarious Visions,0.67,2005
2596,Monster High: Ghoul Spirit,monster-high-ghoul-spirit,Adventure,E,other,THQ,THQ,0.69,2011
2597,Spider-Man,spider-man,Action,unrated,other,Parker Bros.,Parker Bros.,0.87,1982
2598,Castlevania II: Simon's Quest,castlevania-ii-simons-quest,Platform,unrated,nintendo,Konami,Konami,0.45,1988
2599,Mega Man 4,mega-man-4,Platform,unrated,nintendo,Capcom,Capcom,0.51,1992
2600,Toy Story 2: Buzz Lightyear to the Rescue!,toy-story-2-buzz-lightyear-to-the-rescue,Platform,E,nintendo,Activision,Traveller's Tales,0.71,1999
2601,Build-A-Bear Workshop,build-a-bear-workshop,Simulation,unrated,other,Game Factory,Neko Entertainment,0.85,2007
2602,Bayonetta,bayonetta,Action,M,xbox,Sega,PlatinumGames,0.51,2010
2603,Teenage Mutant Ninja Turtles,teenage-mutant-ninja-turtles,Action,E,nintendo,Konami,Konami,0.67,2003
2604,MLB 07: The Show,mlb-07-the-show,Sports,E,other,Sony Computer Entertainment,SCE San Diego Studio,0.77,2007
2605,Cars,cars,Racing,E,nintendo,THQ,Rainbow Studios,0.72,2006
2606,Jak and Daxter Collection,jak-and-daxter-collection,Platform,T,other,Sony Computer Entertainment,Naughty Dog,0.6,2012
2607,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,M,xbox,Codemasters,Codemasters,0.36,2009
2609,Monster Hunter: World,monster-hunter-world,Action,T,xbox,Capcom,Capcom,0.67,2018
2610,LEGO The Lord of the Rings,lego-the-lord-of-the-rings,Misc,unrated,nintendo,Warner Bros. Interactive Entertainment,Unknown,0.48,2012
2611,SnoCross Championship Racing,snocross-championship-racing,Racing,E,other,Crave Entertainment,UDS,0.52,2000
2612,NCAA Football 13,ncaa-football-13,Sports,E,other,EA Sports,EA Tiburon,0.82,2012
2613,Phoenix Wright: Ace Attorney,phoenix-wright-ace-attorney,Adventure,T,other,Capcom,Capcom,0.44,2005
2614,NCAA Football 11,ncaa-football-11,Sports,E,xbox,EA Sports,EA Tiburon,0.86,2010
2615,Teenage Mutant Ninja Turtles,teenage-mutant-ninja-turtles,Action,E,other,Konami,Konami,0.45,2003
2616,Top Gun: Combat Zones,top-gun-combat-zones,Simulation,E,other,Titus,Digital Integration,0.45,2001
2617,Cars,cars,Racing,E,nintendo,THQ,Rainbow Studios,0.83,2006
2618,007: The World is not Enough,007-the-world-is-not-enough,Shooter,T,other,Electronic Arts,Black Ops Entertainment,0.51,2000
2619,Overwatch,overwatch,Shooter,T,pc,Blizzard Entertainment,Blizzard Entertainment,0.37,2016
2620,NHL 98,nhl-98,Sports,E,other,EA Sports,EA Canada,0.51,1997
2621,Dante's Inferno,dantes-inferno,Action,M,xbox,Electronic Arts,Visceral Games,0.63,2010
2622,Nickelodeon Fit,nickelodeon-fit,Sports,E,nintendo,2K Play,High Voltage Software,0.76,2010
2623,NCAA Football 14,ncaa-football-14,Sports,E,other,EA Sports,EA Tiburon,0.75,2013
2624,Space Jam,space-jam,Sports,E,other,Acclaim Entertainment,Sculptured Software,0.51,1996
2625,SpongeBob SquarePants: The Yellow Avenger,spongebob-squarepants-the-yellow-avenger,Action,E,other,THQ,Tantalus Interactive,0.55,2006
2626,Balloon Fight,balloon-fight,Platform,unrated,nintendo,Nintendo,Nintendo R&D1,0.39,1986
2627,Knockout Kings 2000,knockout-kings-2000,Fighting,T,nintendo,EA Sports,Black Ops Entertainment,0.63,1999
2628,Far Cry 3,far-cry-3,Shooter,unrated,pc,Ubisoft,Ubisoft Montreal,0.22,2012
2629,SSX,ssx,Sports,E,other,EA Sports,EA Canada,0.35,2012
2630,WWE SmackDown vs. Raw 2009,wwe-smackdown-vs-raw-2009,Fighting,T,xbox,THQ,Yuke's Media Creations,0.58,2008
2631,Xenoblade Chronicles,xenoblade-chronicles,Role-Playing,T,nintendo,Nintendo,Monolith Soft,0.43,2012
2632,Crysis 3,crysis-3,Shooter,M,xbox,Electronic Arts,Crytek,0.51,2013
2633,Killzone: Mercenary,killzone-mercenary,Misc,unrated,other,Sony Computer Entertainment America,Guerrilla Games,0.2,2013
2634,Sonic Riders,sonic-riders,Racing,E,nintendo,Sega,Sonic Team,0.71,2006
2635,Starsky & Hutch,starsky-amp-hutch,Racing,T,other,Gotham Games,Minds-Eye Productions,0.45,2003
2636,Tobal No.1,tobal-no1,Fighting,T,other,Sony Computer Entertainment,DreamFactory,0.12,1996
2637,Blue Dragon,blue-dragon,Role-Playing,T,xbox,Microsoft Game Studios,Mistwalker Corporation / Artoon,0.3,2007
2638,BUZZ! Quiz World,buzz-quiz-world,Misc,T,other,Sony Computer Entertainment,Magenta Software,0.16,2009
2639,Kung Fu Panda,kung-fu-panda,Platform,E10,nintendo,Activision,XPEC,0.5,2008
2640,EA Sports Grand Slam Tennis,ea-sports-grand-slam-tennis,Sports,E,nintendo,EA Sports,EA Vancouver,0.28,2009
2642,Dynasty Warriors 7,dynasty-warriors-7,Action,T,other,Tecmo Koei,Omega Force,0.25,2011
2644,Street Hoops,street-hoops,Sports,T,other,Activision,Black Ops Entertainment,0.45,2002
2645,Crysis 3,crysis-3,Shooter,M,other,Electronic Arts,Crytek,0.26,2013
2646,Knockout Kings 2002,knockout-kings-2002,Sports,T,other,EA Sports,Black Ops Entertainment,0.45,2002
2647,Tom Clancy's EndWar,tom-clancys-endwar,Strategy,T,xbox,Ubisoft,Ubisoft Shanghai,0.58,2008
2648,Tokyo Xtreme Racer 3,tokyo-xtreme-racer-3,Racing,E,other,Crave Entertainment,Genki,0.35,2003
2649,Sonic Riders: Zero Gravity,sonic-riders-zero-gravity,Racing,E,nintendo,Sega,Sonic Team,0.48,2008
2650,Colin McRae Rally 2.0,colin-mcrae-rally-20,Racing,E,other,Codemasters,Codemasters,0.02,2000
2651,Glover,glover,Platform,E,nintendo,Hasbro Interactive,Interactive Studios Ltd.,0.72,1998
2652,LEGO Pirates of the Caribbean: The Video Game,lego-pirates-of-the-caribbean-the-video-game,Action,E10,other,Disney Interactive Studios,Traveller's Tales,0.34,2011
2653,Namco Museum,namco-museum,Misc,E,xbox,Namco,Mass Media,0.77,2002
2654,AMF Bowling Pinbusters!,amf-bowling-pinbusters,Sports,E,nintendo,Mud Duck Productions,Atomic Planet Entertainment,0.84,2007
2655,Skylanders: Trap Team,skylanders-trap-team,Platform,E10,xbox,Activision,Toys for Bob,0.55,2014
2657,Sonic Mega Collection Plus,sonic-mega-collection-plus,Misc,E,xbox,Sega,Sonic Team,0.61,2004
2658,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,M,other,Codemasters,Codemasters,0.23,2009
2660,Mx vs. ATV Reflex,mx-vs-atv-reflex,Racing,E,other,THQ,Rainbow Studios,0.52,2009
2661,Assassin's Creed,assassins-creed,Adventure,M,pc,Ubisoft,Ubisoft Montreal,0.01,2008
2662,Tiger Woods PGA Tour 2002,tiger-woods-pga-tour-2002,Sports,E,other,EA Sports,EA Sports,0.44,2002
2663,The Witcher 2: Assassins of Kings,the-witcher-2-assassins-of-kings,Role-Playing,M,xbox,Warner Bros. Interactive,CD Projekt Red Studio,0.48,2012
2664,Homefront,homefront,Shooter,M,other,THQ,Kaos Studios,0.32,2011
2665,Lost Odyssey,lost-odyssey,Role-Playing,T,xbox,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,0.45,2008
2666,DJ Hero,dj-hero,Misc,T,other,Activision,FreeStyleGames,0.42,2009
2667,Marvel: Ultimate Alliance 2,marvel-ultimate-alliance-2,Role-Playing,T,xbox,Activision,Vicarious Visions,0.68,2009
2668,Cars 2,cars-2,Racing,E10,nintendo,Disney Interactive Studios,Avalanche Software,0.43,2011
2670,MLB 2005,mlb-2005,Sports,E,other,Sony Computer Entertainment,989 Sports,0.44,2004
2671,Burnout Revenge,burnout-revenge,Racing,E10,other,Electronic Arts,Criterion Games,0.75,2005
2672,SOCOM 4: U.S. Navy SEALs,socom-4-us-navy-seals,Shooter,M,other,Sony Computer Entertainment,Zipper Interactive,0.66,2011
2673,James Cameron's Avatar: The Game,james-camerons-avatar-the-game,Action,T,other,Ubisoft,Ubisoft Montreal,0.32,2009
2674,Destruction Derby,destruction-derby,Racing,E,other,Psygnosis,Reflections Interactive,0.5,1995
2675,Killzone: Liberation,killzone-liberation,Shooter,T,other,Sony Computer Entertainment,Guerrilla Games,0.44,2006
2676,The Biggest Loser: Ultimate Workout,the-biggest-loser-ultimate-workout,Sports,E,xbox,THQ,Blitz Games,0.73,2010
2677,3Xtreme,3xtreme,Action,E,other,989 Studios,Unknown,0.5,1999
2678,Hot Shots Tennis,hot-shots-tennis,Sports,E,other,Sony Computer Entertainment,Clap Hanz,0.17,2007
2679,Far Cry 4,far-cry-4,Shooter,M,xbox,Ubisoft,Ubisoft Montreal,0.45,2014
2680,Resistance: Retribution,resistance-retribution,Shooter,M,other,Sony Computer Entertainment,SCEA Bend Studio,0.27,2009
2681,Final Fantasy X / X-2 HD Remaster,final-fantasy-x,Role-Playing,T,other,Square Enix,Square Enix,0.34,2015
2682,Sonic Heroes,sonic-heroes,Platform,E,xbox,Sega,Sonic Team,0.41,2004
2683,Madden NFL 99,madden-nfl-99,Sports,E,nintendo,EA Sports,EA Tiburon,0.84,1998
2684,Spider-Man 3,spider-man-3,Platform,T,other,Activision,Vicarious Visions,0.74,2007
2685,James Bond 007: Agent Under Fire,james-bond-007-agent-under-fire,Shooter,T,xbox,Electronic Arts,EA Redwood Shores,0.65,2002
2687,X-Men Legends,x-men-legends,Role-Playing,T,xbox,Activision,Raven Software,0.62,2004
2688,NBA Live 2005,nba-live-2005,Sports,E,xbox,EA Sports,EA Canada,0.81,2004
2689,LEGO Indiana Jones 2: The Adventure Continues,lego-indiana-jones-2-the-adventure-continues,Adventure,E10,other,LucasArts,Traveller's Tales,0.47,2009
2690,Harry Potter: Quidditch World Cup,harry-potter-quidditch-world-cup,Sports,E,other,Electronic Arts,Electronic Arts,0.44,2003
2691,Buzz! Master Quiz,buzz-master-quiz,Misc,E10,other,Sony Computer Entertainment,Relentless Software,0.22,2008
2692,Madagascar,madagascar,Platform,E,nintendo,Activision,Vicarious Visions,0.62,2005
2693,God of War Saga,god-of-war-saga,Action,M,other,Sony Computer Entertainment,SCEA Santa Monica Studio,0.74,2012
2694,Injustice 2,injustice-2,Fighting,T,xbox,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.65,2017
2695,Blitz: The League,blitz-the-league,Sports,M,other,Midway Games,Midway Games,0.74,2005
2696,Minecraft: Story Mode,minecraft-story-mode,Adventure,E10,other,Mojang,Telltale Games,0.32,2015
2697,TouchMaster 2,touchmaster-2,Puzzle,E,other,Midway Games,Midway Studios San Diego,0.3,2008
2698,Castlevania: Circle of the Moon,castlevania-circle-of-the-moon,Platform,T,nintendo,Konami,KCEK,0.6,2001
2699,Pure,pure,Racing,E,other,Disney Interactive Studios,Black Rock Studio,0.42,2008
2700,Ni no Kuni II: Revenant Kingdom,ni-no-kuni-ii-revenant-kingdom,Role-Playing,T,other,Namco Bandai Games,Level 5,0.33,2018
2701,Tiger Woods PGA Tour 06,tiger-woods-pga-tour-06,Sports,E,other,EA Sports,EA Sports,0.74,2005
2702,Classic NES Series: The Legend of Zelda,classic-nes-series-the-legend-of-zelda,Adventure,unrated,nintendo,Nintendo,Nintendo,0.46,2004
2703,Fire Emblem: The Sacred Stones,fire-emblem-the-sacred-stones,Strategy,E,nintendo,Nintendo,Intelligent Systems,0.42,2005
2704,Rhythm Heaven Fever,rhythm-heaven-fever,Music,E,nintendo,Nintendo,Nintendo / TNX,0.11,2012
2707,God of War III Remastered,god-of-war-iii-remastered,Action,M,other,Sony Computer Entertainment,SCEA Santa Monica Studio,0.4,2015
2708,We Ski & Snowboard,we-ski-amp-snowboard,Sports,E,nintendo,Namco Bandai,Namco Bandai Games,0.38,2009
2709,Finding Nemo,finding-nemo,Action,E,nintendo,THQ,Traveller's Tales,0.69,2003
2710,Tiger Woods PGA Tour 12: The Masters,tiger-woods-pga-tour-12-the-masters,Sports,E,other,EA Sports,EA Tiburon,0.52,2011
2711,Ace Combat 2,ace-combat-2,Simulation,T,other,Namco,Namco,0.16,1997
2712,Dissidia 012: Duodecim Final Fantasy,dissidia-012-duodecim-final-fantasy,Fighting,T,other,Square Enix,Square Enix,0.21,2011
2713,NFL 2K2,nfl-2k2,Sports,E,other,Sega,Visual Concepts,0.44,2001
2714,Resident Evil: Revelations,resident-evil-revelations,Action,M,nintendo,Capcom,Capcom,0.3,2012
2715,Call of Duty: World at War,call-of-duty-world-at-war,Shooter,T,other,Activision,n-Space,0.56,2008
2716,CSI: Hard Evidence,csi-hard-evidence,Adventure,M,nintendo,Ubisoft,Telltale Games,0.36,2008
2717,The Tomb Raider Trilogy,the-tomb-raider-trilogy,Action,T,other,Square Enix,Crystal Dynamics,0.27,2011
2718,Assassin's Creed III,assassins-creed-iii,Action-Adventure,M,pc,Ubisoft,Ubisoft Montreal,0.28,2012
2719,Fortnite,fortnite,Action,T,other,Gearbox Software,Epic Games,0.42,2017
2720,Fossil Fighters,fossil-fighters,Role-Playing,E,other,Nintendo,RED Entertainment,0.83,2009
2721,FIFA Soccer 09 All-Play,fifa-soccer-09-all-play,Sports,E,nintendo,Electronic Arts,EA Canada,0.28,2008
2722,Samba De Amigo,samba-de-amigo,Misc,E,nintendo,Sega,Gearbox Software,0.41,2008
2723,MLB 2001,mlb-2001,Sports,E,other,Sony Computer Entertainment,989 Sports,0.49,2000
2725,The Simpsons Game,the-simpsons-game,Platform,T,other,Electronic Arts,EA Redwood Shores,0.38,2007
2728,Mega Man 8 Anniversary Collector's Edition,mega-man-8-anniversary-collectors-edition,Platform,E,other,Capcom,Capcom,0.44,1997
2729,Buzz! Quiz TV,buzz-quiz-tv,Misc,T,other,Sony Computer Entertainment,Relentless Software,0.28,2008
2730,F1 2010,f1-2010,Racing,E,xbox,Codemasters,Codemasters Birmingham,0.18,2010
2731,Call of Juarez: Bound in Blood,call-of-juarez-bound-in-blood,Shooter,M,other,Ubisoft,Techland,0.35,2009
2732,The Lord of the Rings: War in the North,the-lord-of-the-rings-war-in-the-north,Role-Playing,M,xbox,Warner Bros. Interactive,Snowblind Studios,0.55,2011
2733,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,T,other,LucasArts,n-Space,0.5,2008
2734,Call of Duty: Modern Warfare 2,call-of-duty-modern-warfare-2,Shooter,M,pc,Activision,Infinity Ward,0.01,2009
2735,LittleBigPlanet Karting,littlebigplanet-karting,Racing,E,other,Sony Computer Entertainment,United Front Games,0.42,2012
2736,Monster 4x4: World Circuit,monster-4x4-world-circuit,Racing,E,nintendo,Ubisoft,Ubisoft Montreal,0.8,2006
2737,NBA 2K6,nba-2k6,Action,E,other,2K Sports,Unknown,0.43,2005
2738,Sonic Chronicles: The Dark Brotherhood,sonic-chronicles-the-dark-brotherhood,Role-Playing,E,other,Sega,BioWare Corp.,0.5,2008
2739,Buzz! The Mega Quiz,buzz-the-mega-quiz,Misc,E10,other,Sony Computer Entertainment,Relentless Software,0.32,2007
2740,Star Wars: Rebel Assault II - The Hidden Empire,star-wars-rebel-assault-ii-the-hidden-empire,Shooter,E,other,LucasArts,Factor 5,0.49,1996
2741,Rock Band 3,rock-band-3,Misc,T,xbox,MTV Games,Harmonix Music Systems,0.73,2010
2742,F1 2009,f1-2009,Racing,E,nintendo,Codemasters,Sumo Digital,0.15,2009
2743,LEGO Harry Potter Collection,lego-harry-potter-collection,Action,E,other,Warner Bros. Interactive Entertainment,Traveller's Tales,0.07,2016
2744,WWE SmackDown vs. Raw 2011,wwe-smackdown-vs-raw-2011,Fighting,T,xbox,THQ,JAKKS Pacific,0.44,2010
2745,ESPN NHL 2K5,espn-nhl-2k5,Sports,E,other,Sega,Kush Games,0.43,2004
2746,Madden NFL 08,madden-nfl-08,Sports,E,nintendo,EA Sports,EA Tiburon,0.8,2007
2747,Metal Gear Ac!d,metal-gear-acd,Strategy,M,other,Konami,Konami,0.32,2005
2748,Crimson Skies: High Road to Revenge,crimson-skies-high-road-to-revenge,Simulation,T,xbox,Microsoft Game Studios,FASA Studio,0.65,2003
2749,Spec Ops: Ranger Elite,spec-ops-ranger-elite,Shooter,T,other,Take-Two Interactive,Runecraft,0.49,2001
2750,Gex,gex,Platform,E,other,Crystal Dynamics,Crystal Dynamics,0.49,1995
2751,Minecraft: Story Mode,minecraft-story-mode,Adventure,E10,other,Mojang,Telltale Games,0.31,2015
2752,Tales of Xillia 2,tales-of-xillia-2,Misc,unrated,other,Namco Bandai Games,Unknown,0.22,2014
2754,Michael Jackson: The Experience,michael-jackson-the-experience,Misc,E10,xbox,Ubisoft,Ubisoft Montreal,0.62,2011
2756,Tom Clancy's Ghost Recon: Island Thunder,tom-clancys-ghost-recon-island-thunder,Shooter,M,xbox,Ubisoft,Red Storm Entertainment,0.61,2003
2757,Sleeping Dogs,sleeping-dogs,Action-Adventure,M,xbox,Square Enix,United Front Games,0.38,2012
2758,Kingdoms of Amalur: Reckoning,kingdoms-of-amalur-reckoning,Role-Playing,M,xbox,Electronic Arts,38 Studios,0.55,2012
2759,LEGO Dimensions,lego-dimensions,Action,E10,xbox,Warner Bros. Interactive Entertainment,Traveller's Tales,0.49,2015
2760,Need for Speed: V-Rally,need-for-speed-v-rally,Racing,E,other,Electronic Arts,Infogrames,0.43,1997
2761,Kingdom Hearts Re: Chain of Memories,kingdom-hearts-re-chain-of-memories,Role-Playing,E10,other,Square Enix,Jupiter Corporation,0.73,2008
2762,Final Fantasy XIV Online,final-fantasy-xiv-online,MMO,T,other,Square Enix,Square Enix,0.39,2013
2763,Super Bomberman R,super-bomberman-r,Puzzle,E10,nintendo,Konami Digital Entertainment,HexaDrive,0.31,2017
2764,The Evil Within,the-evil-within,Misc,M,other,Bethesda Softworks,Tango Gameworks,0.27,2014
2765,NFL GameDay '97,nfl-gameday-97,Sports,E,other,Sony Computer Entertainment,SCEA,0.48,1996
2766,Paper Mario: Color Splash,paper-mario-color-splash,Action-Adventure,E,nintendo,Nintendo,Intelligent Systems,0.35,2016
2767,Tony Hawk's Project 8,tony-hawks-project-8,Sports,T,other,Activision,Shaba Games,0.72,2006
