rank,name,basename,genre,esrb_rating,platform,publisher,developer,global_sales,year,publisher_ranked
443,James Bond 007: Agent Under Fire,james-bond-007-agent-under-fire,Shooter,T,playstation,electronic arts,EA Redwood Shores,3.53,2001,TRUE
444,LEGO Star Wars: The Video Game,lego-star-wars-the-video-game,Action,E,playstation,eidos interactive,Traveller's Tales,3.53,2005,FALSE
445,Resident Evil 5,resident-evil-5,Action,M,xbox,capcom,Capcom,3.53,2009,TRUE
446,Rugrats in Paris: The Movie,rugrats-in-paris-the-movie,Action,E,playstation,thq,Avalanche Software,3.52,2000,FALSE
447,NBA 2K17,nba-2k17,Sports,E,playstation,2k sports,Visual Concepts,3.52,2016,FALSE
448,FIFA Soccer 11,fifa-soccer-11,Sports,E,xbox,ea sports,EA Canada,3.52,2010,FALSE
449,Spyro 2: Ripto's Rage!,spyro-2-riptos-rage,Platform,E,playstation,sony computer entertainment,Insomniac Games,3.52,1999,FALSE
450,Left 4 Dead,left-4-dead,Shooter,M,xbox,valve corporation,Certain Affinity / Valve Software,3.52,2008,FALSE
456,FIFA Soccer 2004,fifa-soccer-2004,Sports,E,playstation,ea sports,EA Canada,3.49,2003,FALSE
458,Mortal Kombat X,mortal-kombat-x,Fighting,M,playstation,warner bros. interactive entertainment,NetherRealm Studios,3.49,2015,FALSE
459,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,xbox,electronic arts,EA Digital Illusions CE,3.48,2010,TRUE
460,Borderlands,borderlands,Shooter,M,xbox,2k games,Gearbox Software,3.48,2009,FALSE
461,Mario & Sonic at the Olympic Winter Games,mario-amp-sonic-at-the-olympic-winter-games,Sports,E,other,sega,Sega,3.47,2009,TRUE
463,Guitar Hero: On Tour,guitar-hero-on-tour,Misc,E10,other,activision,Vicarious Visions,3.46,2008,FALSE
465,Halo: The Master Chief Collection,halo-the-master-chief-collection,Shooter,M,xbox,microsoft studios,343 Industries,3.44,2014,FALSE
466,LEGO Batman: The Videogame,lego-batman-the-videogame,Adventure,E10,xbox,warner bros. interactive,Traveller's Tales,3.44,2008,TRUE
467,Tekken 4,tekken-4,Fighting,T,playstation,namco,Namco,3.44,2002,FALSE
468,FIFA 14,fifa-14,Sports,E,playstation,ea sports,EA Canada,3.43,2013,FALSE
469,LittleBigPlanet 2,littlebigplanet-2,Platform,E,playstation,sony computer entertainment,Media Molecule,3.43,2011,FALSE
470,Grand Theft Auto 2,grand-theft-auto-2,Action,unrated,playstation,rockstar games,DMA Design,3.42,1999,FALSE
471,Destiny,destiny,Shooter,T,xbox,activision,Bungie,3.41,2014,FALSE
472,Spider-Man 2,spider-man-2,Action,T,playstation,activision,Treyarch,3.41,2004,FALSE
475,FIFA Soccer 2003,fifa-soccer-2003,Sports,E,playstation,ea sports,EA Canada,3.4,2002,FALSE
476,Crash Bash,crash-bash,Misc,E,playstation,sony computer entertainment,Eurocom Entertainment Software,3.39,2000,FALSE
477,Gears of War 4,gears-of-war-4,Shooter,M,xbox,microsoft studios,The Coalition,3.38,2016,FALSE
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,playstation,bethesda softworks,Bethesda Softworks,3.36,2016,FALSE
480,Watch Dogs 2,watch-dogs-2,Action,unrated,playstation,ubisoft,Ubisoft,3.36,2016,TRUE
482,WWF War Zone,wwf-war-zone,Fighting,T,playstation,acclaim entertainment,Iguana Entertainment,3.36,1998,FALSE
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,xbox,ubisoft,Ubisoft Montreal,3.34,2013,TRUE
485,NBA 2K18,nba-2k18,Sports,E10,playstation,2k sports,Visual Concepts,3.34,2017,FALSE
487,Rugrats: Search For Reptar,rugrats-search-for-reptar,Adventure,E,playstation,thq,n-Space,3.34,1998,FALSE
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,playstation,electronic arts,Eurocom Entertainment Software,3.33,2002,TRUE
490,Ratchet & Clank,ratchet-amp-clank,Platform,T,playstation,sony computer entertainment,Insomniac Games,3.33,2002,FALSE
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,T,playstation,lucasarts,The Collective,3.32,2005,FALSE
493,Max Payne,max-payne,Shooter,M,playstation,rockstar games,Remedy Entertainment,3.31,2001,FALSE
494,Madden NFL 16,madden-nfl-16,Sports,E,playstation,ea sports,EA Tiburon,3.3,2015,FALSE
499,The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,Action,T,playstation,electronic arts,"Hypnos Entertainment, Inc.",3.28,2003,TRUE
501,Madden NFL 17,madden-nfl-17,Sports,E,playstation,ea sports,EA Tiburon,3.28,2016,FALSE
502,True Crime: Streets of LA,true-crime-streets-of-la,Action,M,playstation,activision,Luxoflux,3.27,2003,FALSE
503,Gran Turismo (PSP),gran-turismo-psp,Racing,E,playstation,sony computer entertainment,Polyphony Digital,3.27,2009,FALSE
504,Far Cry 3,far-cry-3,Shooter,unrated,playstation,ubisoft,Ubisoft Montreal,3.27,2012,TRUE
506,FIFA 16,fifa-16,Sports,E,xbox,ea sports,EA Canada,3.25,2015,FALSE
507,Tekken,tekken,Fighting,T,playstation,namco,Namco,3.24,1995,FALSE
509,007: Tomorrow Never Dies,007-tomorrow-never-dies,Shooter,T,playstation,electronic arts,Black Ops Entertainment,3.21,1999,TRUE
510,L.A. Noire,la-noire,Adventure,M,playstation,rockstar games,Team Bondi,3.21,2011,FALSE
515,WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,Fighting,T,playstation,thq,Yuke's,3.2,2000,FALSE
516,Middle-Earth: Shadow of Mordor,middle-earth-shadow-of-mordor,Action,M,playstation,warner bros. interactive entertainment,Monolith Productions,3.19,2014,FALSE
517,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,playstation,ubisoft,Ubisoft Montreal,3.19,2013,TRUE
519,Enter the Matrix,enter-the-matrix,Action,T,playstation,atari,Shiny Entertainment,3.18,2003,FALSE
520,Assassin's Creed Odyssey,assassins-creed-odyssey,Action-Adventure,M,playstation,ubisoft,Ubisoft Quebec,3.18,2018,TRUE
521,Fallout: New Vegas,fallout-new-vegas,Role-Playing,M,playstation,bethesda softworks,Obsidian Entertainment,3.17,2010,FALSE
522,Ace Combat 04: Shattered Skies,ace-combat-04-shattered-skies,Simulation,E,playstation,namco,Namco,3.17,2001,FALSE
524,Club Penguin: Elite Penguin Force,club-penguin-elite-penguin-force,Adventure,E,other,disney interactive studios,1st Playable Productions,3.14,2008,FALSE
525,FIFA Soccer 08,fifa-soccer-08,Sports,E,playstation,ea sports,EA Canada,3.14,2007,FALSE
526,FIFA 18,fifa-18,Sports,E,xbox,ea sports,EA Vancouver,3.14,2017,FALSE
527,Spider-Man,spider-man,Action,E,playstation,activision,Neversoft Entertainment,3.13,2000,FALSE
528,Need for Speed III: Hot Pursuit,need-for-speed-iii-hot-pursuit,Racing,E,playstation,electronic arts,EA Canada,3.12,1998,TRUE
529,The Elder Scrolls IV: Oblivion,the-elder-scrolls-iv-oblivion,Role-Playing,M,playstation,bethesda softworks,4J Studios,3.12,2007,FALSE
533,Resident Evil 6,resident-evil-6,Action,M,playstation,capcom,Capcom,3.12,2012,TRUE
534,Tom Clancy's Ghost Recon Wildlands,tom-clancys-ghost-recon-wildlands,Shooter,M,playstation,ubisoft,Ubisoft Paris,3.12,2017,TRUE
535,NBA 2K13,nba-2k13,Sports,E,xbox,2k sports,Visual Concepts,3.11,2012,FALSE
536,Titanfall,titanfall,Shooter,M,xbox,electronic arts,Respawn Entertainment,3.11,2014,TRUE
538,Mass Effect 2,mass-effect-2,Role-Playing,M,xbox,electronic arts,BioWare Edmonton,3.1,2010,TRUE
539,Madden NFL 2002,madden-nfl-2002,Sports,E,playstation,ea sports,EA Sports,3.08,2001,FALSE
541,LEGO Batman: The Videogame,lego-batman-the-videogame,Adventure,E10,nintendo,warner bros. interactive,Traveller's Tales,3.08,2008,TRUE
542,Saints Row 2,saints-row-2,Action,M,xbox,thq,Volition Inc.,3.07,2008,FALSE
544,The Sims: Vacation,the-sims-vacation,Simulation,T,pc,electronic arts,Maxis,3.07,2002,TRUE
545,Call of Duty: Ghosts,call-of-duty-ghosts,Shooter,M,xbox,activision,Infinity Ward,3.07,2013,FALSE
546,Heavy Rain,heavy-rain,Adventure,M,playstation,sony computer entertainment,Quantic Dream,3.06,2010,FALSE
547,LEGO Batman: The Videogame,lego-batman-the-videogame,Adventure,E10,other,warner bros. interactive,Traveller's Tales,3.06,2008,TRUE
548,Borderlands 2,borderlands-2,Shooter,unrated,xbox,2k games,Gearbox Software,3.06,2013,FALSE
549,Kung Fu Panda,kung-fu-panda,Platform,E10,xbox,activision,Luxoflux,3.05,2008,FALSE
550,Mass Effect 3,mass-effect-3,Role-Playing,M,xbox,electronic arts,BioWare,3.04,2012,TRUE
553,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,M,playstation,konami digital entertainment,Kojima Productions,3.04,2015,FALSE
554,Rayman,rayman,Platform,E,playstation,ubisoft,Ubisoft Montpellier,3.03,1995,TRUE
555,Tom Clancy's Splinter Cell,tom-clancys-splinter-cell,Action,T,xbox,ubisoft,Ubisoft,3.02,2002,TRUE
558,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Sports,unrated,playstation,thq,Yuke's Future Media Creators,3.02,2002,FALSE
559,Disney Epic Mickey,disney-epic-mickey,Platform,E,nintendo,disney interactive studios,Junction Point Studios,3.02,2010,FALSE
560,Killzone 2,killzone-2,Shooter,M,playstation,sony computer entertainment,Guerrilla Games,3.02,2009,FALSE
569,WWE SmackDown! vs. Raw 2006,wwe-smackdown-vs-raw-2006,Fighting,T,playstation,thq,Yuke's,3,2005,FALSE
572,The Sims: Livin Large,the-sims-livin-large,Misc,T,pc,electronic arts,Maxis,2.99,2000,TRUE
573,inFAMOUS,infamous,Action,T,playstation,sony computer entertainment,Sucker Punch Productions,2.99,2009,FALSE
574,World Soccer Winning Eleven 6 International,world-soccer-winning-eleven-6-international,Sports,E,playstation,konami,Konami Computer Entertainment Tokyo,2.99,2003,TRUE
575,Far Cry 3,far-cry-3,Shooter,M,xbox,ubisoft,Ubisoft Montreal,2.98,2012,TRUE
579,Star Wars: The Old Republic,star-wars-the-old-republic,Role-Playing,T,pc,electronic arts,BioWare / LucasArts,2.97,2011,TRUE
581,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,playstation,electronic arts,EA Digital Illusions CE,2.96,2010,TRUE
582,Hitman 2: Silent Assassin,hitman-2-silent-assassin,Action,M,playstation,eidos interactive,IO Interactive,2.96,2002,FALSE
583,Yokai Watch 2: Psychic Specters,yokai-watch-2-psychic-specters,Role-Playing,E10,nintendo,nintendo,Level 5,2.95,2017,TRUE
584,Street Fighter IV,street-fighter-iv,Fighting,T,xbox,capcom,Capcom / Dimps Corporation,2.95,2009,TRUE
585,SOCOM II: U.S. Navy SEALs,socom-ii-us-navy-seals,Shooter,M,playstation,sony computer entertainment,Zipper Interactive,2.94,2003,FALSE
586,WWE SmackDown! vs. RAW 2006,wwe-smackdown-vs-raw-2006,Fighting,T,playstation,thq,Yuke's,2.94,2005,FALSE
588,Pac-Man Collection,pac-man-collection,Puzzle,E,nintendo,namco,Mass Media,2.94,2001,FALSE
591,Madden NFL 13,madden-nfl-13,Sports,E,xbox,ea sports,EA Tiburon,2.93,2012,FALSE
592,Doom (2016),doom-2016,Shooter,unrated,playstation,bethesda softworks,id Software,2.92,2016,FALSE
593,Mass Effect,mass-effect,Role-Playing,M,xbox,microsoft game studios,BioWare Edmonton,2.91,2007,FALSE
594,FIFA 15,fifa-15,Sports,E,xbox,ea sports,EA Canada,2.91,2014,FALSE
597,Mortal Kombat (2011),mortal-kombat-2011,Fighting,M,playstation,warner bros. interactive entertainment,NetherRealm Studios,2.9,2011,FALSE
598,World Soccer Winning Eleven 7 International,world-soccer-winning-eleven-7-international,Sports,E,playstation,konami,Konami Computer Entertainment Tokyo,2.9,2004,TRUE
599,Sega Superstars Tennis,sega-superstars-tennis,Sports,E10,xbox,sega,Sumo Digital,2.89,2008,TRUE
600,Cooking Mama: Cook Off,cooking-mama-cook-off,Simulation,E,nintendo,majesco,Office Create,2.89,2007,FALSE
601,Hot Shots Golf 3,hot-shots-golf-3,Sports,E,playstation,sony computer entertainment,Clap Hanz,2.89,2002,FALSE
602,Call of Duty: Finest Hour,call-of-duty-finest-hour,Shooter,T,playstation,activision,Spark Unlimited,2.89,2004,FALSE
603,Syphon Filter,syphon-filter,Shooter,T,playstation,989 studios,Eidetic,2.88,1999,FALSE
604,Imagine: Babyz,imagine-babyz,Simulation,unrated,other,ubisoft,Visual Impact,2.87,2007,TRUE
605,Mafia III,mafia-iii,Action-Adventure,M,playstation,2k games,Hangar 13,2.87,2016,FALSE
607,Colin McRae Rally,colin-mcrae-rally,Racing,E,playstation,sony computer entertainment,Codemasters,2.87,2000,FALSE
611,The Elder Scrolls III: Morrowind,the-elder-scrolls-iii-morrowind,Role-Playing,T,xbox,bethesda softworks,Bethesda Softworks,2.86,2002,FALSE
613,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,playstation,ubisoft,Ubisoft Montreal,2.85,2010,TRUE
615,Command & Conquer: Red Alert,command-amp-conquer-red-alert,Strategy,T,pc,virgin interactive,Westwood Studios,2.85,1996,FALSE
620,Zumba Fitness 2,zumba-fitness-2,Sports,E,nintendo,majesco,"Pipeworks Software, Inc.",2.83,2011,FALSE
621,Madden NFL 10,madden-nfl-10,Sports,E,xbox,ea sports,EA Tiburon,2.83,2009,FALSE
622,BioShock,bioshock,Shooter,M,xbox,2k games,2K Australia / 2K Boston,2.83,2007,FALSE
624,WWE SmackDown! vs. Raw,wwe-smackdown-vs-raw,Fighting,T,playstation,thq,Yuke's,2.83,2004,FALSE
625,Finding Nemo,finding-nemo,Platform,E,nintendo,thq,Vicarious Visions,2.82,2003,FALSE
626,Medal of Honor,medal-of-honor,Shooter,M,playstation,electronic arts,EA Los Angeles,2.82,2010,TRUE
627,Diablo III: Ultimate Evil Edition,diablo-iii-ultimate-evil-edition,Role-Playing,M,playstation,blizzard entertainment,Blizzard Entertainment,2.82,2014,FALSE
629,Gran Turismo (PSP),gran-turismo-psp,Racing,E,playstation,sony computer entertainment,Polyphony Digital,2.82,2009,FALSE
630,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,E10,playstation,electronic arts,Criterion Games,2.81,2010,TRUE
631,Imagine: Fashion Designer,imagine-fashion-designer,Simulation,E,other,ubisoft,Virtual Toys / Lexis Numerique,2.81,2007,TRUE
632,Killzone 3,killzone-3,Shooter,M,playstation,sony computer entertainment,Guerrilla Games,2.81,2011,FALSE
633,WWE SmackDown! Here Comes the Pain,wwe-smackdown-here-comes-the-pain,Fighting,T,playstation,thq,Yuke's,2.8,2003,FALSE
636,Hot Shots Golf,hot-shots-golf,Sports,unrated,playstation,sony computer entertainment,Camelot Software Planning,2.79,1998,FALSE
638,Skylanders: Spyro's Adventure,skylanders-spyros-adventure,Action,E10,nintendo,activision,Toys for Bob,2.79,2011,FALSE
639,A Bug's Life,a-bugs-life,Platform,E,playstation,sony computer entertainment,Traveller's Tales,2.79,1998,FALSE
640,WWF SmackDown! Just Bring It,wwf-smackdown-just-bring-it,Fighting,T,playstation,thq,Yuke's,2.79,2001,FALSE
641,Mortal Kombat Trilogy,mortal-kombat-trilogy,Fighting,M,playstation,midway games,Avalanche Software,2.79,1996,FALSE
642,NBA Street,nba-street,Sports,E,playstation,ea sports big,NuFX,2.79,2001,FALSE
643,Jak II,jak-ii,Platform,T,playstation,sony computer entertainment,Naughty Dog,2.78,2003,FALSE
644,Ratchet & Clank: Going Commando,ratchet-amp-clank-going-commando,Platform,T,playstation,sony computer entertainment,Insomniac Games,2.78,2003,FALSE
645,The Sims,the-sims,Simulation,T,playstation,electronic arts,Edge of Reality,2.77,2003,TRUE
646,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,T,xbox,lucasarts,LucasArts,2.77,2008,FALSE
647,Saints Row: The Third,saints-row-the-third,Action,M,xbox,thq,Volition Inc.,2.77,2011,FALSE
648,Missile Command,missile-command,Shooter,unrated,other,atari,Atari,2.76,1981,FALSE
649,Battlefield 3,battlefield-3,Shooter,M,pc,electronic arts,Dice,2.76,2011,TRUE
652,Need for Speed: Most Wanted (2012),need-for-speed-most-wanted-2012,Racing,E10,playstation,electronic arts,Criterion Games,2.74,2012,TRUE
654,L.A. Noire,la-noire,Adventure,M,xbox,rockstar games,Team Bondi,2.73,2011,FALSE
656,Far Cry: Primal,far-cry-primal,Action-Adventure,M,playstation,ubisoft,Ubisoft Montreal,2.73,2016,TRUE
657,"Pokemon: Let's Go, Eevee!","eevee""",Role-Playing,E,nintendo,nintendo,Game Freak,2.73,2018,TRUE
658,Overwatch,overwatch,Shooter,T,xbox,blizzard entertainment,Blizzard Entertainment,2.72,2016,FALSE
659,Need for Speed (2015),need-for-speed-2015,Racing,T,playstation,electronic arts,Ghost Games,2.72,2015,TRUE
660,Madden NFL 13,madden-nfl-13,Sports,E,playstation,ea sports,EA Tiburon,2.71,2012,FALSE
661,Skate 3,skate-3,Sports,T,xbox,ea sports,EA Black Box,2.71,2010,FALSE
662,Tom Clancy's Rainbow Six: Siege,tom-clancys-rainbow-six-siege,Shooter,M,xbox,ubisoft,Ubisoft Montreal,2.71,2015,TRUE
664,Madden NFL 12,madden-nfl-12,Sports,E,xbox,ea sports,EA Tiburon,2.7,2011,FALSE
668,Call of Duty 3,call-of-duty-3,Shooter,T,xbox,activision,Treyarch,2.7,2006,FALSE
669,LEGO Star Wars II: The Original Trilogy,lego-star-wars-ii-the-original-trilogy,Action,E10,playstation,lucasarts,Traveller's Tales,2.69,2006,FALSE
670,Madden NFL 11,madden-nfl-11,Sports,E,xbox,ea sports,EA Tiburon,2.69,2010,FALSE
671,Burnout 3: Takedown,burnout-3-takedown,Racing,T,playstation,electronic arts,Criterion Games,2.68,2004,TRUE
673,Mortal Kombat,mortal-kombat,Fighting,unrated,other,arena entertainment,Probe Entertainment Limited,2.67,1993,FALSE
674,Halo Wars,halo-wars,Strategy,T,xbox,microsoft game studios,Ensemble Studios,2.67,2009,FALSE
675,Call of Duty 2: Big Red One,call-of-duty-2-big-red-one,Shooter,T,playstation,activision,Treyarch,2.67,2005,FALSE
676,Medal of Honor,medal-of-honor,Shooter,T,playstation,electronic arts,DreamWorks Interactive,2.67,1999,TRUE
677,Guitar Hero: World Tour,guitar-hero-world-tour,Misc,T,xbox,activision,Neversoft Entertainment,2.66,2008,FALSE
678,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Fighting,T,playstation,thq,Yuke's,2.66,2002,FALSE
679,Final Fantasy XIII-2,final-fantasy-xiii-2,Role-Playing,T,playstation,square enix,Square Enix,2.66,2012,TRUE
680,Medal of Honor Heroes,medal-of-honor-heroes,Shooter,T,playstation,electronic arts,Team Fusion,2.66,2006,TRUE
681,Hannah Montana,hannah-montana,Action,E,other,buena vista,DC Studios,2.65,2006,FALSE
682,Need for Speed: Shift,need-for-speed-shift,Racing,E,playstation,electronic arts,Slightly Mad Studios,2.65,2009,TRUE
683,Tom Clancy's Splinter Cell,tom-clancys-splinter-cell,Action,T,playstation,ubisoft,Ubisoft,2.65,2003,TRUE
686,Medal of Honor,medal-of-honor,Shooter,M,xbox,electronic arts,EA Los Angeles,2.64,2010,TRUE
687,NBA 2K12,nba-2k12,Sports,E,xbox,2k sports,Visual Concepts,2.64,2011,FALSE
688,Midnight Club: Street Racing,midnight-club-street-racing,Racing,T,playstation,rockstar games,Angel Studios,2.63,2000,FALSE
689,NBA 2K13,nba-2k13,Sports,E,playstation,2k sports,Visual Concepts,2.63,2012,FALSE
690,NBA 2K19,nba-2k19,Sports,E,playstation,2k sports,Visual Concepts,2.63,2018,FALSE
691,ESPN NFL 2K5,espn-nfl-2k5,Sports,E,playstation,sega,Visual Concepts,2.62,2004,TRUE
692,Madden NFL 18,madden-nfl-18,Sports,E,playstation,ea sports,EA Tiburon,2.62,2017,FALSE
693,FIFA Soccer 10,fifa-soccer-10,Sports,E,xbox,ea sports,EA Canada,2.62,2009,FALSE
694,LittleBigPlanet,littlebigplanet,Platform,E,playstation,sony computer entertainment,SCEE Cambridge,2.61,2009,FALSE
695,Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,Adventure,E,playstation,electronic arts,Eurocom Entertainment Software,2.61,2002,TRUE
699,Streets of Rage,streets-of-rage,Action,unrated,other,sega,Sega,2.6,1990,TRUE
700,Grand Theft Auto: Episodes from Liberty City,grand-theft-auto-episodes-from-liberty-city,Adventure,M,xbox,rockstar games,Rockstar North,2.6,2009,FALSE
701,LEGO Star Wars: The Complete Saga,lego-star-wars-the-complete-saga,Action,E10,xbox,lucasarts,Traveller's Tales,2.59,2007,FALSE
702,Mario + Rabbids: Kingdom Battle,mario-rabbids-kingdom-battle,Strategy,E10,nintendo,ubisoft,Ubisoft Milan,2.59,2017,TRUE
703,Tom Clancy's The Division,tom-clancys-the-division,Shooter,M,xbox,ubisoft,Massive Entertainment,2.59,2016,TRUE
704,FIFA Soccer 09,fifa-soccer-09,Sports,E,playstation,electronic arts,EA Canada,2.59,2008,TRUE
705,NBA Live 2005,nba-live-2005,Sports,E,playstation,ea sports,EA Canada,2.59,2004,FALSE
709,WWE SmackDown vs. RAW 2007,wwe-smackdown-vs-raw-2007,Fighting,T,playstation,thq,Yuke's,2.58,2006,FALSE
710,Skylanders Giants,skylanders-giants,Misc,E10,nintendo,activision,Toys for Bob,2.58,2012,FALSE
711,Ratchet & Clank: Up Your Arsenal,ratchet-amp-clank-up-your-arsenal,Platform,T,playstation,sony computer entertainment,Insomniac Games,2.57,2004,FALSE
712,Madden NFL 08,madden-nfl-08,Sports,E,playstation,ea sports,EA Tiburon,2.57,2007,FALSE
714,NBA 2K14,nba-2k14,Sports,E,xbox,2k sports,Visual Concepts,2.57,2013,FALSE
715,Ratchet & Clank Future: Tools of Destruction,ratchet-amp-clank-future-tools-of-destruction,Platform,E10,playstation,sony computer entertainment,Insomniac Games,2.57,2007,FALSE
716,Hot Shots Golf,hot-shots-golf,Sports,unrated,playstation,sony computer entertainment,Camelot Software Planning,2.56,1998,FALSE
