rank,name,basename,genre,esrb_rating,platform,publisher,developer,pal_sales,year
16588,Biker Mice From Mars,biker-mice-from-mars,Racing,E10,other,Game Factory,Full Fat,0,2007
16589,Jig-A-Pix: Wild World,jig-a-pix-wild-world,Puzzle,E,other,Destineer,Zushi Games Ltd,0,2010
16593,Rugby World Cup 2015,rugby-world-cup-2015,Sports,unrated,xbox,Big Ben Interactive,HB Studios,0.03,2015
16595,Blazing Angels: Squadrons of WWII,blazing-angels-squadrons-of-wwii,Simulation,T,pc,Ubisoft,Ubisoft Romania,0,2006
16597,Disney Epic Mickey: The Power of Illusion,disney-epic-mickey-the-power-of-illusion,Misc,unrated,nintendo,Unknown,Unknown,0.03,2014
16599,Top Gun: Hard Lock,top-gun-hard-lock,Action,T,other,505 Games,Headstrong Games,0.03,2012
16601,Dance Factory,dance-factory,Action,E,other,Codemasters,Unknown,0.01,2006
16602,Totally Spies!,totally-spies,Platform,E,nintendo,Atari,Mistic Software,0.01,2005
16603,DragonHeart: Fire & Steel,dragonheart-fire-amp-steel,Action,T,other,Acclaim Entertainment,Funcom,0.01,1996
16607,RoadKill,roadkill,Action,M,nintendo,Midway Games,Terminal Reality,0.01,2003
16608,Playmobil Top Agents,playmobil-top-agents,Action,E10,other,Unknown,Morgen Studios,0.03,2020
16609,RACE On,race-on,Racing,unrated,pc,bitComposer Games,SimBin,0.03,2009
16610,F1 2002,f1-2002,Racing,E,nintendo,EA Sports,Visual Sciences Ltd.,0.01,2002
16613,MotoGP 15,motogp-15,Racing,unrated,xbox,Milestone S.r.l.,Milestone S.r.l.,0.03,2015
16616,Rugby Challenge 3,rugby-challenge-3,Sports,unrated,other,Alternative Software,Wicked Witch Software,0.03,2016
16619,Starsky & Hutch,starsky-amp-hutch,Racing,E,nintendo,BAM! Entertainment,Spellbound,0.01,2003
16620,Garfield: A Tale of Two Kitties,garfield-a-tale-of-two-kitties,Platform,E,other,Game Factory,Two Tribes,0,2006
16621,House M.D.,house-md,Adventure,T,other,Legacy Interactive,Legacy Interactive,0.01,2010
16622,Sitting Ducks,sitting-ducks,Platform,E,nintendo,Hip Interactive,Light and Shadow Productions,0.01,2004
16629,Midnight Mysteries: The Edgar Allan Poe Conspiracy,midnight-mysteries-the-edgar-allan-poe-conspiracy,Adventure,T,pc,Mumbo Jumbo,MumboJumbo,0.03,2009
16631,Who Wants to be a Millionaire: 1st Edition,who-wants-to-be-a-millionaire-1st-edition,Misc,unrated,nintendo,Ubisoft,Route 1 Games,0.03,2010
16632,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,M,pc,THQ,Volition Inc.,0.03,2009
16633,Stacked with Daniel Negreanu,stacked-with-daniel-negreanu,Misc,T,xbox,Myelin Media,5000ft,0.01,2006
16635,Ultimate Block Party,ultimate-block-party,Puzzle,E,other,Conspiracy Entertainment,MagicPot,0,2005
16636,Konami Classics Series: Arcade Hits,konami-classics-series-arcade-hits,Misc,E10,other,Konami,Konami,0,2007
16638,Power Rangers Super Megaforce,power-rangers-super-megaforce,Action-Adventure,E10,nintendo,Namco Bandai Games,7thChord,0.01,2014
16640,Dr. Muto,dr-muto,Platform,T,nintendo,Midway Games,Midway,0.01,2002
16641,Hallowed Legends: Samhain,hallowed-legends-samhain,Adventure,unrated,pc,Focus Home Interactive,PlayFirst,0.03,2011
16644,Egg Mania: Eggstreme Madness,egg-mania-eggstreme-madness,Puzzle,E,other,Kemco,HotGen Studios,0.01,2002
16645,Guilty Gear XX Accent Core Plus,guilty-gear-xx-accent-core-plus,Fighting,T,nintendo,Aksys Games,Arc System Works,0.02,2009
16646,Rabbids Land,rabbids-land,Party,E10,nintendo,Ubisoft,Ubisoft Paris,0.01,2012
16647,Who Wants to be a Millionaire: 1st Edition,who-wants-to-be-a-millionaire-1st-edition,Misc,unrated,other,Ubisoft,Route 1 Games,0.03,2010
16649,Rome: Total War - Gold Edition,rome-total-war-gold-edition,Strategy,T,pc,Sega,The Creative Assembly,0.03,2006
16653,Aegis of Earth: Protonovus Assault,aegis-of-earth-protonovus-assault,Action,T,other,Aksys Games,Acquire,0.01,2016
16655,Mega Minis Volume 2,mega-minis-volume-2,Misc,unrated,other,Sony Computer Entertainment,Various,0.02,2011
16659,Overlord II,overlord-ii,Action,T,pc,Codemasters,Triumph Studios,0.03,2009
16660,Summer Athletics: The Ultimate Challenge,summer-athletics-the-ultimate-challenge,Sports,E,xbox,Crave Entertainment,49Games,0.01,2008
16663,Let's Sing 2019,lets-sing-2019,Music,unrated,other,Ravenscourt,Ravenscourt,0.03,2018
16670,Men of War,men-of-war,Strategy,M,pc,Aspyr,Best Way,0.02,2009
16675,Digimon World 4,digimon-world-4,Role-Playing,E,xbox,Bandai,Bandai,0.01,2005
16678,Galleon: Islands of Mystery,galleon-islands-of-mystery,Action,T,xbox,Atlus,Confounding Factor,0.01,2004
16685,Sunny Garcia Surfing,sunny-garcia-surfing,Sports,E,other,Ubisoft,Krome Studios,0.01,2001
16687,MotorHead,motorhead,Racing,E,other,Fox Interactive,Digital Illusions,0.01,1998
16688,Rugby Union Team Manager 2017,rugby-union-team-manager-2017,Simulation,unrated,pc,Alternative Software,Alternative Software,0.03,2016
16690,Shaun White Skateboarding,shaun-white-skateboarding,Sports,T,pc,Ubisoft,Ubisoft Montreal,0.03,2010
16693,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,xbox,Konami Digital Entertainment,Konami Digital Entertainment,0.01,2017
16694,East India Company Collection,east-india-company-collection,Misc,T,pc,Paradox Interactive,Nitro Games,0.03,2010
16695,Fallout: New Vegas Ultimate Edition,fallout-new-vegas-ultimate-edition,Role-Playing,unrated,pc,Bethesda Softworks,Obsidian Entertainment,0.03,2012
16696,Alter Ego,alter-ego,Simulation,unrated,pc,Activision,Activision,0.03,1986
16698,Rugby 15,rugby-15,Sports,unrated,xbox,Bigben Interactive,HB Studios,0.03,2015
16701,Super Meat Boy: Ultra Edition!,super-meat-boy-ultra-edition,Platform,T,pc,Unknown,Team Meat,0.02,2011
16704,Bubble Bobble Evolution,bubble-bobble-evolution,Puzzle,E,other,Codemasters,Opus Studio,0,2006
16712,Guitar Hero: World Tour,guitar-hero-world-tour,Misc,T,pc,Activision,Neversoft Entertainment,0.03,2009
16713,Go! Go! Hypergrind,go-go-hypergrind,Sports,T,nintendo,Atlus,Poponchi,0.01,2003
16717,Peak Performance,peak-performance,Racing,E,other,Atlus,Cave,0.01,1997
16721,Handball 16,handball-16,Sports,unrated,other,Bigben Interactive,EKO Software,0.03,2015
16722,Nacho Libre,nacho-libre,Action,E10,other,Majesco,BudCat Creations,0,2006
16723,S.L.A.I.: Steel Lancer Arena International,slai-steel-lancer-arena-international,Simulation,T,other,Konami,Genki,0.01,2005
16724,Freaky Flyers,freaky-flyers,Racing,T,xbox,Midway Games,Midway Games,0.01,2003
16725,Boulder Dash: Rocks!,boulder-dash-rocks,Puzzle,unrated,other,10TACLE Studios,10tacle Studios AG,0.03,2007
16728,Zoboomafoo: Leapin' Lemurs!,zoboomafoo-leapin-lemurs,Action,E,other,Encore,Big Grub,0.01,2001
16729,Azada,azada,Misc,unrated,nintendo,Licensed 4U,Unknown,0.03,2014
16733,Graffiti Kingdom,graffiti-kingdom,Role-Playing,E,other,Hot-B,Garakuta-Studio,0.01,2005
16738,Combat Mission: Shock Force,combat-mission-shock-force,Strategy,unrated,pc,Paradox Interactive,Big Time Software,0.03,2007
16739,Ratatouille,ratatouille,Platform,E,pc,THQ,Asobo Studio,0.01,2007
16740,Combat Elite: WWII Paratroopers,combat-elite-wwii-paratroopers,Shooter,T,xbox,SouthPeak Interactive,BattleBorne,0.01,2005
16742,Lethal Enforcers I & II,lethal-enforcers-i-amp-ii,Shooter,M,other,Konami,Konami,0.01,1997
16743,Teddy Together,teddy-together,Simulation,unrated,nintendo,Nintendo,Arika,0.03,2016
16744,Carmageddon: Max Damage,carmageddon-max-damage,Action,unrated,xbox,Stainless Games,Stainless Games,0.01,2017
16746,Klonoa 2: Dream Champ Tournament,klonoa-2-dream-champ-tournament,Platform,E,nintendo,Namco,Namco,0.01,2005
16747,Putty Squad,putty-squad,Platform,E10,other,Maximum Games,System 3,0.01,2014
16748,Adventure Time: Pirates of the Enchiridion,adventure-time-pirates-of-the-enchiridion,Adventure,E10,nintendo,Outright Games,Outright Games,0.02,2018
16750,Harry Potter and the Half-Blood Prince,harry-potter-and-the-half-blood-prince,Action,E10,pc,Electronic Arts,EA Bright Light Productions,0.03,2009
16752,Ducati World Racing Challenge,ducati-world-racing-challenge,Racing,E,other,Acclaim Entertainment,Attention To Detail,0.01,2001
16753,Super Collapse! II,super-collapse-ii,Puzzle,E,nintendo,Majesco,GameHouse,0.01,2004
16754,Golden Nugget Casino / Texas Hold 'Em Double Pack,golden-nugget-casino,Misc,E,nintendo,Majesco,Majesco Games,0.01,2005
16758,Smashing Drive,smashing-drive,Racing,E,nintendo,Namco,Raylight Studios,0.01,2004
16759,Big Mountain 2000,big-mountain-2000,Sports,E,nintendo,SouthPeak Interactive,Imagineer,0.01,2000
16760,Charlie Blasts Territory,charlie-blasts-territory,Action,E,nintendo,Kemco,Realtime Associates,0.01,1999
16763,Starshot: Space Circus Fever,starshot-space-circus-fever,Platform,E,nintendo,Infogrames,Infogrames,0.01,1999
16765,CIMA: The Enemy,cima-the-enemy,Role-Playing,E,nintendo,Natsume,Neverland,0.01,2003
16775,Marble Madness / Klax,marble-madness,Puzzle,E,nintendo,DSI Games,Frame Studios Interactive,0.01,2005
16782,Rayman 3: Hoodlum Havoc,rayman-3-hoodlum-havoc,Platform,E,pc,Ubisoft,Ubisoft,0.03,2003
16784,Blokus Portable: Steambot Championship,blokus-portable-steambot-championship,Puzzle,E,other,Majesco,Irem Software Engineering,0,2008
16787,Winter Sports 3: The Great Tournament,winter-sports-3-the-great-tournament,Sports,E10,other,Zoo Games,49Games,0.03,2011
16789,Legends of Chima: Laval's Journey,legends-of-chima-lavals-journey,Action-Adventure,E10,other,Warner Bros. Interactive Entertainment,TT Fusion,0.03,2013
16793,Nectaris: Military Madness,nectaris-military-madness,Strategy,T,other,Jaleco,Matrix Software,0.01,1998
16794,Pet Alien: An Intergalactic Puzzlepalooza,pet-alien-an-intergalactic-puzzlepalooza,Action,E,other,Game Factory,Unknown,0,2007
16796,Hot Pixel,hot-pixel,Puzzle,T,other,Atari,zSlide,0,2007
16798,BRAHMA Force: The Assault on Beltlogger 9,brahma-force-the-assault-on-beltlogger-9,Shooter,E,other,Jaleco,Genki,0.01,1997
16799,Lock On: Modern Air Combat,lock-on-modern-air-combat,Simulation,E,pc,Ubisoft,Eagle Dynamics,0.03,2003
16803,Robo Pit,robo-pit,Fighting,T,other,THQ,Altron Corporation,0.01,1996
16807,R-Type III: The Third Lightning,r-type-iii-the-third-lightning,Shooter,E,nintendo,"Destination Software, Inc",Raylight Studios,0.01,2004
16809,Take On Helicopters,take-on-helicopters,Simulation,T,pc,Unknown,Bohemia Interactive,0.03,2011
16810,The Inner World,the-inner-world,Adventure,unrated,pc,Headup Games,Headup Games,0.03,2013
16813,Atomic Betty,atomic-betty,Puzzle,E,nintendo,Namco,Big Blue Bubble,0.01,2005
16816,Robin Hood: Defender of the Crown,robin-hood-defender-of-the-crown,Strategy,T,xbox,Capcom,Atomic Planet Entertainment,0.01,2003
16818,Master of Monsters: Disciples of Gaia,master-of-monsters-disciples-of-gaia,Strategy,E,other,ASCII Entertainment,SystemSoft,0.01,1998
16819,Neverwinter Nights,neverwinter-nights,Role-Playing,T,pc,Atari,BioWare Corp.,0.03,2002
16820,Street Jam Basketball,street-jam-basketball,Sports,E,nintendo,DSI Games,Prograph,0.01,2004
16822,Curious George,curious-george,Action,E,xbox,Namco,Monkey Bar Games,0.01,2006
16824,Disney's Aladdin,disneys-aladdin,Platform,E,nintendo,Capcom,Disney Interactive,0.01,2004
16825,Virtual Pool: Tournament Edition,virtual-pool-tournament-edition,Sports,E,xbox,Global Star Software,Celeris,0.01,2005
16832,Culdcept,culdcept,Strategy,T,other,NEC Interchannel,OmiyaSoft,0.01,2003
16833,Homeworld 2,homeworld-2,Strategy,T,pc,Sierra Entertainment,Relic,0.03,2003
16834,Popeye: Rush for Spinach,popeye-rush-for-spinach,Platform,E,nintendo,Namco,Magic Pockets,0.01,2005
16836,Codename: Panzers Cold War,codename-panzers-cold-war,Strategy,unrated,pc,Atari,Stormregion,0.03,2009
16840,Planet of the Apes,planet-of-the-apes,Action,E,nintendo,Ubisoft,Torus Games,0.01,2001
16843,Real World Golf,real-world-golf,Sports,E,xbox,Mad Catz,In2Games / Aqua Pacific,0.01,2006
16849,Empire Earth II,empire-earth-ii,Strategy,unrated,pc,VU Games,Mad Doc Software,0.03,2005
16850,Forza Motorsport 4: December IGN Pack,forza-motorsport-4-december-ign-pack,Racing,unrated,xbox,Microsoft Studios,Turn 10,0.02,2011
16851,Knights of Honor,knights-of-honor,Strategy,E10,pc,Paradox Interactive,Black Sea Studios,0.03,2005
16853,NBA 2K13,nba-2k13,Sports,E,pc,2K Sports,Visual Concepts,0.02,2012
16854,Shinsei Batteki Drive Girls,shinsei-batteki-drive-girls,Action,unrated,other,Aksys Games,Bergsala Lightweight,0,2017
16857,Star Trek: The Game,star-trek-the-game,Action-Adventure,T,pc,Namco Bandai Games,Digital Extremes,0.02,2013
16859,DICE: DNA Integrated Cybernetic Enterprises,dice-dna-integrated-cybernetic-enterprises,Shooter,E10,other,Bandai,Natsume,0.01,2005
16860,MX vs. ATV Supercross,mx-vs-atv-supercross,Racing,E,other,Nordic Games,Rainbow Studios,0.01,2014
16863,The Croods: Prehistoric Party!,the-croods-prehistoric-party,Action,E,nintendo,D3Publisher,Torus Games Pty. Ltd.,0.02,2013
16865,Wallace & Gromit in Project Zoo,wallace-amp-gromit-in-project-zoo,Platform,E,xbox,BAM! Entertainment,Frontier Developments,0.01,2003
16866,Grid Runner,grid-runner,Action,E,other,Virgin Interactive,Radical Entertainment,0.01,1996
16867,Metal Dungeon,metal-dungeon,Role-Playing,T,xbox,Xicat Interactive,Panther Software,0.01,2002
16869,Drome Racers,drome-racers,Racing,E,nintendo,Electronic Arts,Attention To Detail,0.01,2003
16873,Gekido Advance: Kintaro's Revenge,gekido-advance-kintaros-revenge,Action,T,nintendo,"Destination Software, Inc",NA.P.S. Team SNC,0.01,2003
16876,Future Tactics: The Uprising,future-tactics-the-uprising,Strategy,T,xbox,Crave Entertainment,Zed Two Limited,0.01,2004
16877,Dream Pinball 3D,dream-pinball-3d,Misc,E10,other,SouthPeak Interactive,A.S.K. Homework,0,2008
16880,GTR Evolution,gtr-evolution,Racing,unrated,pc,Viva Media,SimBin,0.02,2008
16882,Castlevania: Lords of Shadow - Reverie,castlevania-lords-of-shadow-reverie,Action,M,other,Konami,Mercury Steam,0,2011
16884,Let's Sing 2018,lets-sing-2018,Music,unrated,nintendo,Koch Media,Ravenscourt,0.03,2017
16887,Buffy the Vampire Slayer: Wrath of the Darkhul King,buffy-the-vampire-slayer-wrath-of-the-darkhul-king,Action,T,nintendo,THQ,Natsume,0.01,2003
16888,The Great Mystery Hidden Object Package 5,the-great-mystery-hidden-object-package-5,Adventure,unrated,pc,Rondomedia,Big Fish Games,0.03,2015
16893,Yomawari: Midnight Shadows,yomawari-midnight-shadows,Action,M,other,NIS America,Nippon Ichi Software,0,2017
16894,Roadsters,roadsters,Racing,E,other,Titus,Titus Software,0.01,2000
16895,World of Zoo,world-of-zoo,Simulation,E,pc,THQ,Blue Fang Games,0.02,2009
16898,Sins of a Solar Empire,sins-of-a-solar-empire,Strategy,T,pc,Stardock,Ironclad Games,0.03,2008
16901,Kung Fu Panda: Legendary Warriors,kung-fu-panda-legendary-warriors,Action,E10,other,Activision,Artificial Mind and Movement,0,2008
16902,Resident Evil 4,resident-evil-4,Misc,unrated,mobile,Capcom,Unknown,0.02,2009
16903,Whiteout,whiteout,Racing,T,xbox,Konami,Vicarious Visions,0.01,2002
16904,007: Quantum of Solace,007-quantum-of-solace,Action,T,pc,Activision,Beenox,0.01,2008
16907,Battlefield 1942: The WW II Anthology,battlefield-1942-the-ww-ii-anthology,Shooter,T,pc,Electronic Arts,Digital Illusions CE,0.01,2004
16911,Syberia II,syberia-ii,Adventure,T,xbox,XS Games,Microids,0.01,2004
16913,Motor Trend presents Lotus Challenge,motor-trend-presents-lotus-challenge,Racing,E,xbox,Xicat Interactive,Kuju Entertainment,0.01,2003
16915,Commander: Conquest of the Americas,commander-conquest-of-the-americas,Strategy,T,pc,Paradox Interactive,Nitro Games,0.02,2010
16916,Dino Dini's Kick Off Revival,dino-dinis-kick-off-revival,Sports,unrated,other,Avanquest,The Digital Lounge,0.02,2016
16919,Secret Files 2: Puritas Cordis,secret-files-2-puritas-cordis,Adventure,T,nintendo,Deep Silver,Fusionsphere Systems / Animation Arts,0.03,2009
16921,Girls Only,girls-only,Simulation,E,other,O-Games,Most Wanted Entertainment,0,2010
16922,Turn It Around,turn-it-around,Action,E,other,Majesco,Taito Corporation,0,2007
16929,Grand Theft Auto: The Trilogy,grand-theft-auto-the-trilogy,Adventure,M,pc,Rockstar Games,Rockstar North,0.02,2009
16930,Star Trek: Tactical Assault,star-trek-tactical-assault,Strategy,E,other,Bethesda Softworks,"Quicksilver Software, Inc.",0,2006
16933,World of Tanks,world-of-tanks,Misc,unrated,xbox,Wargaming.net,Unknown,0.03,2020
16934,In Cold Blood,in-cold-blood,Adventure,T,other,DreamCatcher Interactive,Revolution Software Ltd.,0.01,2001
16936,SingStar Fussballhits,singstar-fussballhits,Misc,unrated,other,Sony Computer Entertainment,SCEE London Studio,0.02,2010
16937,Monsters vs. Aliens,monsters-vs-aliens,Platform,E10,pc,Activision,Beenox,0.01,2009
16938,Fireblade,fireblade,Simulation,T,nintendo,Midway Games,Kuju Entertainment,0.01,2002
16942,Kong: King of Atlantis,kong-king-of-atlantis,Action,E,nintendo,Majesco,Skyworks Technologies,0.01,2005
16949,Ride,ride,Racing,E,pc,Milestone S.r.l.,Milestone S.r.l.,0.03,2015
16951,ESPN Winter X Games: Snowboarding 2002,espn-winter-x-games-snowboarding-2002,Sports,T,xbox,Konami,Konami Computer Entertainment Osaka,0.01,2002
16953,The King of Fighters 02/03,the-king-of-fighters-02,Fighting,T,xbox,SNK Playmore,SNK Playmore Corporation,0.01,2005
16959,Tom and Jerry in War of the Whiskers,tom-and-jerry-in-war-of-the-whiskers,Fighting,T,xbox,NewKidCo,VIS Entertainment,0.01,2003
16961,SingStar Chartbreaker,singstar-chartbreaker,Misc,unrated,other,Sony Computer Entertainment,SCEE London Studio,0.02,2009
16965,Young Justice: Legacy,young-justice-legacy,Action,T,nintendo,Warner Bros. Interactive Entertainment,Freedom Factory Studios,0.03,2013
16966,Monster High: New Ghoul in School,monster-high-new-ghoul-in-school,Action,E,xbox,Little Orbit,Torus Games,0.03,2015
16967,Animaniacs: The Great Edgar Hunt,animaniacs-the-great-edgar-hunt,Platform,E,nintendo,Ignition Entertainment,Warthog,0.01,2005
16969,101-in-1 Sports Party Megamix,101-in-1-sports-party-megamix,Sports,E10,nintendo,Atlus,Nordcurrent,0,2011
16973,The Peanuts Movie: Snoopy's Grand Adventure,the-peanuts-movie-snoopys-grand-adventure,Platform,E,nintendo,Activision,Behaviour Interactive,0.03,2015
16975,Betty Boop's Double Shift,betty-boops-double-shift,Puzzle,E,other,DSI Games,Black Lantern Studios,0,2007
16976,Emily Archer and the Curse of Tutankhamun,emily-archer-and-the-curse-of-tutankhamun,Adventure,unrated,other,Mastertronic,Mastertronic,0.02,2011
16979,Yonder: The Cloud Catcher Chronicles,yonder-the-cloud-catcher-chronicles,Action,unrated,nintendo,Merge Games,Prideful Sloth,0,2018
16980,CID The Dummy,cid-the-dummy,Platform,E10,other,O-Games,Twelve Games,0,2009
16986,Driver: Parallel Lines,driver-parallel-lines,Racing,M,nintendo,Ubisoft,Reflections Interactive,0.01,2007
16987,Super Duper Sumos,super-duper-sumos,Action,E,nintendo,Midway Games,Handheld Games,0.01,2003
16988,Syberia,syberia,Adventure,T,pc,The Adventure Company,Microids,0.02,2002
16990,MechAssault: Phantom War,mechassault-phantom-war,Simulation,T,other,Majesco,Backbone Entertainment,0,2006
16994,Disney Sports Soccer,disney-sports-soccer,Sports,E,nintendo,Konami,Konami,0.01,2002
16997,Rugby League Live,rugby-league-live,Sports,unrated,xbox,Home Entertainment Suppliers,Home Entertainment Suppliers,0.02,2010
17004,Check vs. Mate,check-vs-mate,Misc,T,pc,Unknown,TopWare Interactive,0.02,2011
17005,D1 Professional Drift Grand Prix Series,d1-professional-drift-grand-prix-series,Racing,E10,other,Yuke's,Yuke's Future Media Creators,0.01,2006
17006,Max Payne,max-payne,Action,M,nintendo,Rockstar Games,Mobius Entertainment,0.01,2003
17007,Timeshock! Pro Pinball,timeshock-pro-pinball,Misc,E,other,Empire Interactive,Cunning Developments,0.01,1998
17008,Check vs. Mate,check-vs-mate,Misc,T,xbox,Unknown,TopWare Interactive,0.03,1998
17010,Warhammer: Mark of Chaos,warhammer-mark-of-chaos,Strategy,M,pc,Namco Bandai,Black Hole Entertainment,0.02,2006
17012,Rush Hour,rush-hour,Racing,E,other,Psygnosis,Clockwork Games,0.01,1997
17013,Pro Cast Sports Fishing,pro-cast-sports-fishing,Sports,E,xbox,Capcom,Capcom,0.01,2003
17019,1000 Cooking Recipes from ELLE a table,1000-cooking-recipes-from-elle-a-table,Misc,unrated,other,Nintendo,Agenda,0.02,2010
17023,Dakar 2: The World's Ultimate Rally,dakar-2-the-worlds-ultimate-rally,Racing,E,nintendo,Acclaim Entertainment,Acclaim Studios Cheltenham,0.01,2003
17024,NBA 2K7,nba-2k7,Sports,E,xbox,2K Sports,Visual Concepts,0.01,2006
17025,Auto Modellista,auto-modellista,Racing,E,nintendo,Capcom,Capcom,0.01,2003
17028,Dave Mirra Freestyle BMX 3,dave-mirra-freestyle-bmx-3,Sports,E,nintendo,Acclaim Entertainment,Full Fat,0.01,2002
17029,Greg Hastings' Tournament Paintball Max'd,greg-hastings-tournament-paintball-maxd,Shooter,E10,nintendo,Activision,Activision Value,0.01,2006
17033,Frogger: Ancient Shadow,frogger-ancient-shadow,Platform,E,xbox,Konami,Hudson Soft,0.01,2005
17035,God of War III Remastered,god-of-war-iii-remastered,Action,unrated,other,Sony Computer Entertainment Europe,SCEA Santa Monica Studio,0.02,2015
17038,Let's Dance with Mel B,lets-dance-with-mel-b,Sports,unrated,other,Black Bean Games,Lightning Fish,0.02,2012
17040,Cossacks: European Wars,cossacks-european-wars,Strategy,T,pc,Strategy First,GSC Game World,0.02,2001
17043,Rugby League Live,rugby-league-live,Sports,unrated,other,Home Entertainment Suppliers,Home Entertainment Suppliers,0.02,2010
17044,Jack Keane,jack-keane,Adventure,T,pc,Strategy First,DECK13 Interactive,0.02,2008
17047,The Settlers II 10th Anniversary,the-settlers-ii-10th-anniversary,Strategy,unrated,pc,Ubisoft,Blue Byte,0.02,2006
17048,Gotcha Force,gotcha-force,Shooter,E,nintendo,Capcom,Capcom,0,2003
17050,Warship Gunner 2,warship-gunner-2,Simulation,T,other,KOEI,Micro Cabin,0.01,2006
17052,Mystery Trackers: The Void,mystery-trackers-the-void,Puzzle,unrated,pc,Focus Home Interactive,Focus Multimedia,0.02,2011
17056,Demon Driver: Time to Burn Rubber!,demon-driver-time-to-burn-rubber,Racing,E,nintendo,Ignition Entertainment,Ignition Entertainment,0.01,2004
17059,Mojo!,mojo,Puzzle,E,xbox,Crave Entertainment,Crave Entertainment,0.01,2003
17060,NatGeo Challenge! Wild Life,natgeo-challenge-wild-life,Misc,E,xbox,D3 Publisher,Gusto Games,0.02,2010
17061,Totally Spies! Totally Party,totally-spies-totally-party,Misc,E,pc,Ubisoft,Mad Monkey Studio,0.02,2008
17063,Buffy the Vampire Slayer: Chaos Bleeds,buffy-the-vampire-slayer-chaos-bleeds,Action,T,nintendo,VU Games,Eurocom Entertainment Software,0.01,2003
17071,Jet Grind Radio,jet-grind-radio,Action,E,nintendo,THQ,Vicarious Visions,0.01,2003
17073,MySims,mysims,Simulation,E,pc,Electronic Arts,EA Redwood Shores,0.02,2008
17075,Turbo: Super Stunt Squad,turbo-super-stunt-squad,Misc,E,nintendo,D3Publisher,Monkey Bar Games,0.03,2013
17079,Baldur's Gate: Dark Alliance,baldurs-gate-dark-alliance,Role-Playing,T,nintendo,"Destination Software, Inc",Magic Pockets,0.01,2004
17080,Hakuoki: Kyoto Winds,hakuoki-kyoto-winds,Adventure,unrated,other,Idea Factory,Otomate,0,2017
17082,The Adventures of Lomax,the-adventures-of-lomax,Platform,E,other,Psygnosis,Psygnosis,0.01,1996
17083,Under the Skin,under-the-skin,Action,T,other,Capcom,Capcom Production Studio 4,0.01,2004
17086,Poy Poy,poy-poy,Action,E,other,Konami,Konami Computer Entertainment Tokyo,0.01,1997
17087,Age of Conan: Rise of the Godslayer,age-of-conan-rise-of-the-godslayer,Role-Playing,M,pc,Funcom,Funcom,0.02,2010
17088,NHL 07,nhl-07,Sports,E10,xbox,EA Sports,EA Montreal,0.01,2006
17089,This War of Mine,this-war-of-mine,Action,unrated,other,11 bit studios,11 bit studios,0.02,2016
17093,SimCity,simcity,Simulation,unrated,pc,Maxis,Maxis,0.02,1989
17095,Let's Dance with Mel B,lets-dance-with-mel-b,Sports,unrated,nintendo,Black Bean Games,Lightning Fish,0.02,2012
17097,My Ballet Studio,my-ballet-studio,Simulation,E,nintendo,505 Games,Del,0,2009
17099,Archer Maclean Presents: Pool Paradise,archer-maclean-presents-pool-paradise,Sports,E,nintendo,Ignition Entertainment,Awesome Developments,0.01,2004
17106,Max Payne 2: The Fall of Max Payne,max-payne-2-the-fall-of-max-payne,Shooter,M,pc,Rockstar Games,Remedy Entertainment,0.02,2003
17109,Nanotek Warrior,nanotek-warrior,Shooter,E,other,Virgin Interactive,Tetragon,0.01,1997
17111,Battlefield Vietnam,battlefield-vietnam,Shooter,T,pc,Electronic Arts,Digital Illusions,0.02,2004
17112,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,other,Arc System Works,Arc System Works,0.02,2015
17114,Cake Mania: Baker's Challenge,cake-mania-bakers-challenge,Puzzle,E,other,Destineer,Sandlot Games,0.01,2008
17116,Super Monkey Ball Adventure,super-monkey-ball-adventure,Platform,E,other,Sega,Traveller's Tales,0.01,2006
17117,Madden NFL 07,madden-nfl-07,Sports,E,nintendo,EA Sports,Exient Entertainment,0.01,2006
17118,Renegade Racers,renegade-racers,Racing,E,other,Interplay,Interplay,0.01,2000
17121,Heroes of Hellas 2: Olympia,heroes-of-hellas-2-olympia,Puzzle,unrated,other,Unknown,Easy Interactive,0.02,2012
17122,Schlag den Raab,schlag-den-raab,Misc,unrated,pc,Namco Bandai,Namco Bandai Games,0.02,2010
17123,Magicka,magicka,Role-Playing,T,pc,Paradox Interactive,Arrowhead Game Studios,0.02,2011
17124,Age of Empires III: Gold Edition,age-of-empires-iii-gold-edition,Strategy,T,pc,Microsoft Game Studios,Ensemble Studios,0.02,2007
17127,Franklin the Turtle,franklin-the-turtle,Misc,EC,nintendo,Game Factory,Artex Software,0.01,2005
17129,Prince of Persia (2008),prince-of-persia-2008,Adventure,unrated,pc,Ubisoft,Ubisoft Montreal,0.02,2008
17132,CID The Dummy,cid-the-dummy,Platform,E10,nintendo,O-Games,Twelve Games,0,2009
17134,Gauntlet / Rampart,gauntlet,Misc,E,nintendo,DSI Games,EC Interactive Games,0.01,2005
17135,River King: Wonderful Journey,river-king-wonderful-journey,Sports,E,other,Natsume,Marvelous,0.01,2006
17136,Justice League Heroes: The Flash,justice-league-heroes-the-flash,Action,E10,nintendo,Warner Bros. Interactive,WayForward Technologies,0.01,2006
