rank,name,basename,genre,esrb_rating,platform,publisher,developer,global_sales,year,region,regional_sales
9583,Let's TAP,lets-tap,Misc,E,other,Sega,PROPE,0.17,2009,other,0.02
9628,Fighter Maker,fighter-maker,Fighting,T,other,Agetec,ASCII Entertainment,0.17,1999,north america,0.05
9628,Fighter Maker,fighter-maker,Fighting,T,other,Agetec,ASCII Entertainment,0.17,1999,europe,0.04
9628,Fighter Maker,fighter-maker,Fighting,T,other,Agetec,ASCII Entertainment,0.17,1999,japan,0.07
9628,Fighter Maker,fighter-maker,Fighting,T,other,Agetec,ASCII Entertainment,0.17,1999,other,0.01
9629,Ar nosurge: Ode to an Unborn Star,ar-nosurge-ode-to-an-unborn-star,Role-Playing,T,other,Tecmo Koei,Gust,0.17,2014,north america,0.05
9629,Ar nosurge: Ode to an Unborn Star,ar-nosurge-ode-to-an-unborn-star,Role-Playing,T,other,Tecmo Koei,Gust,0.17,2014,europe,0.04
9629,Ar nosurge: Ode to an Unborn Star,ar-nosurge-ode-to-an-unborn-star,Role-Playing,T,other,Tecmo Koei,Gust,0.17,2014,japan,0.06
9629,Ar nosurge: Ode to an Unborn Star,ar-nosurge-ode-to-an-unborn-star,Role-Playing,T,other,Tecmo Koei,Gust,0.17,2014,other,0.02
9642,Bomberman 64: The Second Attack!,bomberman-64-the-second-attack,Adventure,E,other,Vatical Entertainment,Hudson Soft,0.17,2000,north america,0.05
9642,Bomberman 64: The Second Attack!,bomberman-64-the-second-attack,Adventure,E,other,Vatical Entertainment,Hudson Soft,0.17,2000,europe,0.01
9642,Bomberman 64: The Second Attack!,bomberman-64-the-second-attack,Adventure,E,other,Vatical Entertainment,Hudson Soft,0.17,2000,japan,0.11
9642,Bomberman 64: The Second Attack!,bomberman-64-the-second-attack,Adventure,E,other,Vatical Entertainment,Hudson Soft,0.17,2000,other,0
9647,Final Fantasy XIV: Stormblood,final-fantasy-xiv-stormblood,MMO,T,other,Square Enix,Square Enix,0.17,2017,north america,0.05
9647,Final Fantasy XIV: Stormblood,final-fantasy-xiv-stormblood,MMO,T,other,Square Enix,Square Enix,0.17,2017,europe,0.06
9647,Final Fantasy XIV: Stormblood,final-fantasy-xiv-stormblood,MMO,T,other,Square Enix,Square Enix,0.17,2017,japan,0.04
9647,Final Fantasy XIV: Stormblood,final-fantasy-xiv-stormblood,MMO,T,other,Square Enix,Square Enix,0.17,2017,other,0.02
9667,Space Griffon VF-9,space-griffon-vf-9,Role-Playing,E,other,Atlus,Panther Software,0.17,1995,north america,0.02
9667,Space Griffon VF-9,space-griffon-vf-9,Role-Playing,E,other,Atlus,Panther Software,0.17,1995,europe,0.02
9667,Space Griffon VF-9,space-griffon-vf-9,Role-Playing,E,other,Atlus,Panther Software,0.17,1995,japan,0.12
9667,Space Griffon VF-9,space-griffon-vf-9,Role-Playing,E,other,Atlus,Panther Software,0.17,1995,other,0.01
9672,N3 II: Ninety-Nine Nights,n3-ii-ninety-nine-nights,Action,M,other,Konami,Q Entertainment / Phantagram / FeelPlus,0.17,2010,north america,0.06
9672,N3 II: Ninety-Nine Nights,n3-ii-ninety-nine-nights,Action,M,other,Konami,Q Entertainment / Phantagram / FeelPlus,0.17,2010,europe,0.06
9672,N3 II: Ninety-Nine Nights,n3-ii-ninety-nine-nights,Action,M,other,Konami,Q Entertainment / Phantagram / FeelPlus,0.17,2010,japan,0.04
9672,N3 II: Ninety-Nine Nights,n3-ii-ninety-nine-nights,Action,M,other,Konami,Q Entertainment / Phantagram / FeelPlus,0.17,2010,other,0.01
9679,The Cursed Crusade,the-cursed-crusade,Action,M,other,Atlus,Kylotonn Entertainment,0.17,2011,north america,0.07
9679,The Cursed Crusade,the-cursed-crusade,Action,M,other,Atlus,Kylotonn Entertainment,0.17,2011,europe,0.07
9679,The Cursed Crusade,the-cursed-crusade,Action,M,other,Atlus,Kylotonn Entertainment,0.17,2011,japan,0.01
9679,The Cursed Crusade,the-cursed-crusade,Action,M,other,Atlus,Kylotonn Entertainment,0.17,2011,other,0.02
9682,Gallop Racer 2001,gallop-racer-2001,Sports,E,other,Tecmo,Tecmo,0.17,2001,north america,0.05
9682,Gallop Racer 2001,gallop-racer-2001,Sports,E,other,Tecmo,Tecmo,0.17,2001,europe,0.04
9682,Gallop Racer 2001,gallop-racer-2001,Sports,E,other,Tecmo,Tecmo,0.17,2001,japan,0.06
9682,Gallop Racer 2001,gallop-racer-2001,Sports,E,other,Tecmo,Tecmo,0.17,2001,other,0.01
9694,Beat Down: Fists of Vengeance,beat-down-fists-of-vengeance,Action,M,other,Capcom,Cavia Inc.,0.17,2005,north america,0.04
9694,Beat Down: Fists of Vengeance,beat-down-fists-of-vengeance,Action,M,other,Capcom,Cavia Inc.,0.17,2005,europe,0.03
9694,Beat Down: Fists of Vengeance,beat-down-fists-of-vengeance,Action,M,other,Capcom,Cavia Inc.,0.17,2005,japan,0.09
9694,Beat Down: Fists of Vengeance,beat-down-fists-of-vengeance,Action,M,other,Capcom,Cavia Inc.,0.17,2005,other,0.01
9726,Disney Golf,disney-golf,Sports,E,other,Electronic Arts,Tikipod,0.17,2002,north america,0.07
9726,Disney Golf,disney-golf,Sports,E,other,Electronic Arts,Tikipod,0.17,2002,europe,0.06
9726,Disney Golf,disney-golf,Sports,E,other,Electronic Arts,Tikipod,0.17,2002,japan,0.02
9726,Disney Golf,disney-golf,Sports,E,other,Electronic Arts,Tikipod,0.17,2002,other,0.02
9732,Clock Tower II: The Struggle Within,clock-tower-ii-the-struggle-within,Adventure,M,other,Agetec,Human Entertainment,0.17,1999,north america,0.02
9732,Clock Tower II: The Struggle Within,clock-tower-ii-the-struggle-within,Adventure,M,other,Agetec,Human Entertainment,0.17,1999,europe,0.01
9732,Clock Tower II: The Struggle Within,clock-tower-ii-the-struggle-within,Adventure,M,other,Agetec,Human Entertainment,0.17,1999,japan,0.12
9732,Clock Tower II: The Struggle Within,clock-tower-ii-the-struggle-within,Adventure,M,other,Agetec,Human Entertainment,0.17,1999,other,0.01
9739,Hyperdimension Neptunia Victory,hyperdimension-neptunia-victory,Role-Playing,T,other,Compile Heart,Idea Factory,0.17,2013,north america,0.05
9739,Hyperdimension Neptunia Victory,hyperdimension-neptunia-victory,Role-Playing,T,other,Compile Heart,Idea Factory,0.17,2013,europe,0.04
9739,Hyperdimension Neptunia Victory,hyperdimension-neptunia-victory,Role-Playing,T,other,Compile Heart,Idea Factory,0.17,2013,japan,0.06
9739,Hyperdimension Neptunia Victory,hyperdimension-neptunia-victory,Role-Playing,T,other,Compile Heart,Idea Factory,0.17,2013,other,0.02
9749,Bomberman Land,bomberman-land,Misc,E,other,Hudson Soft,Hudson Soft,0.17,2008,north america,0.11
9749,Bomberman Land,bomberman-land,Misc,E,other,Hudson Soft,Hudson Soft,0.17,2008,europe,0.02
9749,Bomberman Land,bomberman-land,Misc,E,other,Hudson Soft,Hudson Soft,0.17,2008,japan,0.03
9749,Bomberman Land,bomberman-land,Misc,E,other,Hudson Soft,Hudson Soft,0.17,2008,other,0.01
9753,NBA Street Homecourt,nba-street-homecourt,Sports,E,other,Electronic Arts,EA Canada,0.17,2007,north america,0.13
9753,NBA Street Homecourt,nba-street-homecourt,Sports,E,other,Electronic Arts,EA Canada,0.17,2007,europe,0.01
9753,NBA Street Homecourt,nba-street-homecourt,Sports,E,other,Electronic Arts,EA Canada,0.17,2007,japan,0
9753,NBA Street Homecourt,nba-street-homecourt,Sports,E,other,Electronic Arts,EA Canada,0.17,2007,other,0.02
9761,Lost Kingdoms,lost-kingdoms,Role-Playing,T,other,Activision,From Software,0.17,2002,north america,0.1
9761,Lost Kingdoms,lost-kingdoms,Role-Playing,T,other,Activision,From Software,0.17,2002,europe,0.02
9761,Lost Kingdoms,lost-kingdoms,Role-Playing,T,other,Activision,From Software,0.17,2002,japan,0.04
9761,Lost Kingdoms,lost-kingdoms,Role-Playing,T,other,Activision,From Software,0.17,2002,other,0
9789,Zoo Keeper,zoo-keeper,Puzzle,E,DS,Ignition Entertainment,"Buddiez, Inc.",0.17,2005,north america,0.1
9789,Zoo Keeper,zoo-keeper,Puzzle,E,DS,Ignition Entertainment,"Buddiez, Inc.",0.17,2005,europe,0.01
9789,Zoo Keeper,zoo-keeper,Puzzle,E,DS,Ignition Entertainment,"Buddiez, Inc.",0.17,2005,japan,0.05
9789,Zoo Keeper,zoo-keeper,Puzzle,E,DS,Ignition Entertainment,"Buddiez, Inc.",0.17,2005,other,0.01
9804,Cubivore: Survival of the Fittest,cubivore-survival-of-the-fittest,Adventure,E,other,Atlus,Saru Brunei / Intelligent Systems,0.17,2002,north america,0.01
9804,Cubivore: Survival of the Fittest,cubivore-survival-of-the-fittest,Adventure,E,other,Atlus,Saru Brunei / Intelligent Systems,0.17,2002,europe,0
9804,Cubivore: Survival of the Fittest,cubivore-survival-of-the-fittest,Adventure,E,other,Atlus,Saru Brunei / Intelligent Systems,0.17,2002,japan,0.15
9804,Cubivore: Survival of the Fittest,cubivore-survival-of-the-fittest,Adventure,E,other,Atlus,Saru Brunei / Intelligent Systems,0.17,2002,other,0
9805,Doctor Lautrec and the Forgotten Knights,doctor-lautrec-and-the-forgotten-knights,Adventure,E10,other,Konami,Konami,0.17,2011,north america,0.07
9805,Doctor Lautrec and the Forgotten Knights,doctor-lautrec-and-the-forgotten-knights,Adventure,E10,other,Konami,Konami,0.17,2011,europe,0.05
9805,Doctor Lautrec and the Forgotten Knights,doctor-lautrec-and-the-forgotten-knights,Adventure,E10,other,Konami,Konami,0.17,2011,japan,0.03
9805,Doctor Lautrec and the Forgotten Knights,doctor-lautrec-and-the-forgotten-knights,Adventure,E10,other,Konami,Konami,0.17,2011,other,0.01
9820,Ride 2,ride-2,Racing,E,other,Milestone S.r.l,Milestone S.r.l.,0.16,2017,north america,0.07
9820,Ride 2,ride-2,Racing,E,other,Milestone S.r.l,Milestone S.r.l.,0.16,2017,europe,0.06
9820,Ride 2,ride-2,Racing,E,other,Milestone S.r.l,Milestone S.r.l.,0.16,2017,japan,0.01
9820,Ride 2,ride-2,Racing,E,other,Milestone S.r.l,Milestone S.r.l.,0.16,2017,other,0.03
9825,Castlevania Judgment,castlevania-judgment,Fighting,T,other,Konami,Konami / Eighting,0.16,2008,north america,0.12
9825,Castlevania Judgment,castlevania-judgment,Fighting,T,other,Konami,Konami / Eighting,0.16,2008,europe,0.02
9825,Castlevania Judgment,castlevania-judgment,Fighting,T,other,Konami,Konami / Eighting,0.16,2008,japan,0.01
9825,Castlevania Judgment,castlevania-judgment,Fighting,T,other,Konami,Konami / Eighting,0.16,2008,other,0.01
9830,Akiba's Trip: Undead & Undressed,akibas-trip-undead-amp-undressed,Action,M,other,Xseed Games,Acquire,0.16,2014,north america,0.04
9830,Akiba's Trip: Undead & Undressed,akibas-trip-undead-amp-undressed,Action,M,other,Xseed Games,Acquire,0.16,2014,europe,0.02
9830,Akiba's Trip: Undead & Undressed,akibas-trip-undead-amp-undressed,Action,M,other,Xseed Games,Acquire,0.16,2014,japan,0.08
9830,Akiba's Trip: Undead & Undressed,akibas-trip-undead-amp-undressed,Action,M,other,Xseed Games,Acquire,0.16,2014,other,0.02
9840,Clash of the Titans: The Videogame,clash-of-the-titans-the-videogame,Action,T,other,Namco Bandai,Game Republic,0.16,2010,north america,0.08
9840,Clash of the Titans: The Videogame,clash-of-the-titans-the-videogame,Action,T,other,Namco Bandai,Game Republic,0.16,2010,europe,0.06
9840,Clash of the Titans: The Videogame,clash-of-the-titans-the-videogame,Action,T,other,Namco Bandai,Game Republic,0.16,2010,japan,0
9840,Clash of the Titans: The Videogame,clash-of-the-titans-the-videogame,Action,T,other,Namco Bandai,Game Republic,0.16,2010,other,0.02
9847,F1 Championship Season 2000,f1-championship-season-2000,Racing,unrated,other,Electronic Arts,EA Sports,0.16,2000,north america,0.06
9847,F1 Championship Season 2000,f1-championship-season-2000,Racing,unrated,other,Electronic Arts,EA Sports,0.16,2000,europe,0.05
9847,F1 Championship Season 2000,f1-championship-season-2000,Racing,unrated,other,Electronic Arts,EA Sports,0.16,2000,japan,0.03
9847,F1 Championship Season 2000,f1-championship-season-2000,Racing,unrated,other,Electronic Arts,EA Sports,0.16,2000,other,0.02
9865,Guilty Gear Judgment,guilty-gear-judgment,Fighting,T,other,Majesco,Arc System Works,0.16,2006,north america,0.13
9865,Guilty Gear Judgment,guilty-gear-judgment,Fighting,T,other,Majesco,Arc System Works,0.16,2006,europe,0
9865,Guilty Gear Judgment,guilty-gear-judgment,Fighting,T,other,Majesco,Arc System Works,0.16,2006,japan,0.02
9865,Guilty Gear Judgment,guilty-gear-judgment,Fighting,T,other,Majesco,Arc System Works,0.16,2006,other,0.01
9882,El Shaddai: Ascension of the Metatron,el-shaddai-ascension-of-the-metatron,Action,T,other,Ignition Entertainment,Ignition Entertainment,0.16,2011,north america,0.07
9882,El Shaddai: Ascension of the Metatron,el-shaddai-ascension-of-the-metatron,Action,T,other,Ignition Entertainment,Ignition Entertainment,0.16,2011,europe,0.05
9882,El Shaddai: Ascension of the Metatron,el-shaddai-ascension-of-the-metatron,Action,T,other,Ignition Entertainment,Ignition Entertainment,0.16,2011,japan,0.03
9882,El Shaddai: Ascension of the Metatron,el-shaddai-ascension-of-the-metatron,Action,T,other,Ignition Entertainment,Ignition Entertainment,0.16,2011,other,0.01
9889,Digimon Story: Cyber Sleuth - Hacker's Memory,digimon-story-cyber-sleuth-hackers-memory,Role-Playing,T,other,Namco Bandai Games,Media.Vision,0.16,2018,north america,0.05
9889,Digimon Story: Cyber Sleuth - Hacker's Memory,digimon-story-cyber-sleuth-hackers-memory,Role-Playing,T,other,Namco Bandai Games,Media.Vision,0.16,2018,europe,0.05
9889,Digimon Story: Cyber Sleuth - Hacker's Memory,digimon-story-cyber-sleuth-hackers-memory,Role-Playing,T,other,Namco Bandai Games,Media.Vision,0.16,2018,japan,0.04
9889,Digimon Story: Cyber Sleuth - Hacker's Memory,digimon-story-cyber-sleuth-hackers-memory,Role-Playing,T,other,Namco Bandai Games,Media.Vision,0.16,2018,other,0.02
9890,Marble Saga: Kororinpa,marble-saga-kororinpa,Puzzle,E,other,Konami,Hudson Soft,0.16,2009,north america,0.09
9890,Marble Saga: Kororinpa,marble-saga-kororinpa,Puzzle,E,other,Konami,Hudson Soft,0.16,2009,europe,0.05
9890,Marble Saga: Kororinpa,marble-saga-kororinpa,Puzzle,E,other,Konami,Hudson Soft,0.16,2009,japan,0
9890,Marble Saga: Kororinpa,marble-saga-kororinpa,Puzzle,E,other,Konami,Hudson Soft,0.16,2009,other,0.01
9906,True Swing Golf,true-swing-golf,Sports,E,DS,Nintendo,Tikipod,0.16,2006,north america,0.11
9906,True Swing Golf,true-swing-golf,Sports,E,DS,Nintendo,Tikipod,0.16,2006,europe,0
9906,True Swing Golf,true-swing-golf,Sports,E,DS,Nintendo,Tikipod,0.16,2006,japan,0.04
9906,True Swing Golf,true-swing-golf,Sports,E,DS,Nintendo,Tikipod,0.16,2006,other,0.01
9918,Naruto Shippuden: Ultimate Ninja Storm Legacy,naruto-shippuden-ultimate-ninja-storm-legacy,Fighting,unrated,other,Namco Bandai Games,CyberConnect2,0.16,2017,north america,0.07
9918,Naruto Shippuden: Ultimate Ninja Storm Legacy,naruto-shippuden-ultimate-ninja-storm-legacy,Fighting,unrated,other,Namco Bandai Games,CyberConnect2,0.16,2017,europe,0.04
9918,Naruto Shippuden: Ultimate Ninja Storm Legacy,naruto-shippuden-ultimate-ninja-storm-legacy,Fighting,unrated,other,Namco Bandai Games,CyberConnect2,0.16,2017,japan,0.03
9918,Naruto Shippuden: Ultimate Ninja Storm Legacy,naruto-shippuden-ultimate-ninja-storm-legacy,Fighting,unrated,other,Namco Bandai Games,CyberConnect2,0.16,2017,other,0.02
9919,Warriors Orochi 3,warriors-orochi-3,Action,T,other,Tecmo Koei,Omega Force,0.16,2012,north america,0.09
9919,Warriors Orochi 3,warriors-orochi-3,Action,T,other,Tecmo Koei,Omega Force,0.16,2012,europe,0.03
9919,Warriors Orochi 3,warriors-orochi-3,Action,T,other,Tecmo Koei,Omega Force,0.16,2012,japan,0.03
9919,Warriors Orochi 3,warriors-orochi-3,Action,T,other,Tecmo Koei,Omega Force,0.16,2012,other,0.01
9924,Berserk and the Band of the Hawk,berserk-and-the-band-of-the-hawk,Action,M,other,Tecmo Koei,Omega Force,0.16,2017,north america,0.07
9924,Berserk and the Band of the Hawk,berserk-and-the-band-of-the-hawk,Action,M,other,Tecmo Koei,Omega Force,0.16,2017,europe,0.02
9924,Berserk and the Band of the Hawk,berserk-and-the-band-of-the-hawk,Action,M,other,Tecmo Koei,Omega Force,0.16,2017,japan,0.05
9924,Berserk and the Band of the Hawk,berserk-and-the-band-of-the-hawk,Action,M,other,Tecmo Koei,Omega Force,0.16,2017,other,0.02
9925,Dewy's Adventure,dewys-adventure,Platform,E,other,Konami,Konami,0.16,2007,north america,0.14
9925,Dewy's Adventure,dewys-adventure,Platform,E,other,Konami,Konami,0.16,2007,europe,0
9925,Dewy's Adventure,dewys-adventure,Platform,E,other,Konami,Konami,0.16,2007,japan,0.01
9925,Dewy's Adventure,dewys-adventure,Platform,E,other,Konami,Konami,0.16,2007,other,0.01
9942,The King of Fighters XII,the-king-of-fighters-xii,Fighting,T,other,Ignition Entertainment,SNK Playmore Corporation,0.16,2009,north america,0.11
9942,The King of Fighters XII,the-king-of-fighters-xii,Fighting,T,other,Ignition Entertainment,SNK Playmore Corporation,0.16,2009,europe,0.01
9942,The King of Fighters XII,the-king-of-fighters-xii,Fighting,T,other,Ignition Entertainment,SNK Playmore Corporation,0.16,2009,japan,0.03
9942,The King of Fighters XII,the-king-of-fighters-xii,Fighting,T,other,Ignition Entertainment,SNK Playmore Corporation,0.16,2009,other,0.01
9957,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,other,Aksys Games,Arc System Works,0.16,2015,north america,0.08
9957,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,other,Aksys Games,Arc System Works,0.16,2015,europe,0.04
9957,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,other,Aksys Games,Arc System Works,0.16,2015,japan,0.02
9957,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,other,Aksys Games,Arc System Works,0.16,2015,other,0.02
9963,Klonoa,klonoa,Platform,E10,other,Namco Bandai,Paon Corporation,0.16,2009,north america,0.1
9963,Klonoa,klonoa,Platform,E10,other,Namco Bandai,Paon Corporation,0.16,2009,europe,0.02
9963,Klonoa,klonoa,Platform,E10,other,Namco Bandai,Paon Corporation,0.16,2009,japan,0.03
9963,Klonoa,klonoa,Platform,E10,other,Namco Bandai,Paon Corporation,0.16,2009,other,0.01
9973,Innocent Life: A Futuristic Harvest Moon,innocent-life-a-futuristic-harvest-moon,Simulation,E,other,Natsume,ArtePiazza,0.16,2007,north america,0.08
9973,Innocent Life: A Futuristic Harvest Moon,innocent-life-a-futuristic-harvest-moon,Simulation,E,other,Natsume,ArtePiazza,0.16,2007,europe,0.03
9973,Innocent Life: A Futuristic Harvest Moon,innocent-life-a-futuristic-harvest-moon,Simulation,E,other,Natsume,ArtePiazza,0.16,2007,japan,0.03
9973,Innocent Life: A Futuristic Harvest Moon,innocent-life-a-futuristic-harvest-moon,Simulation,E,other,Natsume,ArtePiazza,0.16,2007,other,0.02
10013,Yomawari: Night Alone,yomawari-night-alone,Adventure,unrated,other,NIS America,Nippon Ichi Software,0.16,2016,north america,0.05
10013,Yomawari: Night Alone,yomawari-night-alone,Adventure,unrated,other,NIS America,Nippon Ichi Software,0.16,2016,europe,0.02
10013,Yomawari: Night Alone,yomawari-night-alone,Adventure,unrated,other,NIS America,Nippon Ichi Software,0.16,2016,japan,0.07
10013,Yomawari: Night Alone,yomawari-night-alone,Adventure,unrated,other,NIS America,Nippon Ichi Software,0.16,2016,other,0.02
10015,Custom Robo Arena,custom-robo-arena,Fighting,E10,DS,Nintendo,Noise Inc.,0.16,2007,north america,0.01
10015,Custom Robo Arena,custom-robo-arena,Fighting,E10,DS,Nintendo,Noise Inc.,0.16,2007,europe,0.02
10015,Custom Robo Arena,custom-robo-arena,Fighting,E10,DS,Nintendo,Noise Inc.,0.16,2007,japan,0.12
10015,Custom Robo Arena,custom-robo-arena,Fighting,E10,DS,Nintendo,Noise Inc.,0.16,2007,other,0
10021,Deadly Premonition: The Director's Cut,deadly-premonition-the-directors-cut,Action,M,other,Rising Star Games,Access Games,0.16,2013,north america,0.08
10021,Deadly Premonition: The Director's Cut,deadly-premonition-the-directors-cut,Action,M,other,Rising Star Games,Access Games,0.16,2013,europe,0.05
10021,Deadly Premonition: The Director's Cut,deadly-premonition-the-directors-cut,Action,M,other,Rising Star Games,Access Games,0.16,2013,japan,0
10021,Deadly Premonition: The Director's Cut,deadly-premonition-the-directors-cut,Action,M,other,Rising Star Games,Access Games,0.16,2013,other,0.03
10028,Disgaea 4: A Promise Unforgotten,disgaea-4-a-promise-unforgotten,Misc,unrated,other,NIS America,Unknown,0.16,2020,north america,0.03
10028,Disgaea 4: A Promise Unforgotten,disgaea-4-a-promise-unforgotten,Misc,unrated,other,NIS America,Unknown,0.16,2020,europe,0.03
10028,Disgaea 4: A Promise Unforgotten,disgaea-4-a-promise-unforgotten,Misc,unrated,other,NIS America,Unknown,0.16,2020,japan,0.08
10028,Disgaea 4: A Promise Unforgotten,disgaea-4-a-promise-unforgotten,Misc,unrated,other,NIS America,Unknown,0.16,2020,other,0.02
10029,Konami Krazy Racers,konami-krazy-racers,Racing,E,other,Konami,KCEK,0.16,2001,north america,0.09
10029,Konami Krazy Racers,konami-krazy-racers,Racing,E,other,Konami,KCEK,0.16,2001,europe,0.03
10029,Konami Krazy Racers,konami-krazy-racers,Racing,E,other,Konami,KCEK,0.16,2001,japan,0.04
10029,Konami Krazy Racers,konami-krazy-racers,Racing,E,other,Konami,KCEK,0.16,2001,other,0
10032,Valkyria Revolution,valkyria-revolution,Role-Playing,T,other,Sega,Media.Vision,0.16,2017,north america,0.04
10032,Valkyria Revolution,valkyria-revolution,Role-Playing,T,other,Sega,Media.Vision,0.16,2017,europe,0.03
10032,Valkyria Revolution,valkyria-revolution,Role-Playing,T,other,Sega,Media.Vision,0.16,2017,japan,0.07
10032,Valkyria Revolution,valkyria-revolution,Role-Playing,T,other,Sega,Media.Vision,0.16,2017,other,0.02
10036,Mr. Driller 2,mr-driller-2,Puzzle,E,other,Namco,Namco,0.16,2005,north america,0
10036,Mr. Driller 2,mr-driller-2,Puzzle,E,other,Namco,Namco,0.16,2005,europe,0
10036,Mr. Driller 2,mr-driller-2,Puzzle,E,other,Namco,Namco,0.16,2005,japan,0.15
10036,Mr. Driller 2,mr-driller-2,Puzzle,E,other,Namco,Namco,0.16,2005,other,0
10045,Dragon Ball: Origins 2,dragon-ball-origins-2,Action,T,DS,Namco Bandai,Game Republic,0.16,2010,north america,0.05
10045,Dragon Ball: Origins 2,dragon-ball-origins-2,Action,T,DS,Namco Bandai,Game Republic,0.16,2010,europe,0.02
10045,Dragon Ball: Origins 2,dragon-ball-origins-2,Action,T,DS,Namco Bandai,Game Republic,0.16,2010,japan,0.08
10045,Dragon Ball: Origins 2,dragon-ball-origins-2,Action,T,DS,Namco Bandai,Game Republic,0.16,2010,other,0.01
10050,Yu-Gi-Oh! 5D's: Duel Transer,yu-gi-oh-5ds-duel-transer,Strategy,E,other,Konami,Konami,0.16,2010,north america,0.11
10050,Yu-Gi-Oh! 5D's: Duel Transer,yu-gi-oh-5ds-duel-transer,Strategy,E,other,Konami,Konami,0.16,2010,europe,0.02
10050,Yu-Gi-Oh! 5D's: Duel Transer,yu-gi-oh-5ds-duel-transer,Strategy,E,other,Konami,Konami,0.16,2010,japan,0.02
10050,Yu-Gi-Oh! 5D's: Duel Transer,yu-gi-oh-5ds-duel-transer,Strategy,E,other,Konami,Konami,0.16,2010,other,0.01
10051,Dynasty Warriors 8: Xtreme Legends,dynasty-warriors-8-xtreme-legends,Misc,unrated,other,Tecmo Koei,Unknown,0.16,2014,north america,0.02
10051,Dynasty Warriors 8: Xtreme Legends,dynasty-warriors-8-xtreme-legends,Misc,unrated,other,Tecmo Koei,Unknown,0.16,2014,europe,0.02
10051,Dynasty Warriors 8: Xtreme Legends,dynasty-warriors-8-xtreme-legends,Misc,unrated,other,Tecmo Koei,Unknown,0.16,2014,japan,0.11
10051,Dynasty Warriors 8: Xtreme Legends,dynasty-warriors-8-xtreme-legends,Misc,unrated,other,Tecmo Koei,Unknown,0.16,2014,other,0.01
10055,Shinobido 2: Revenge of Zen,shinobido-2-revenge-of-zen,Action,M,other,Namco Bandai,Acquire,0.16,2012,north america,0.05
10055,Shinobido 2: Revenge of Zen,shinobido-2-revenge-of-zen,Action,M,other,Namco Bandai,Acquire,0.16,2012,europe,0.06
10055,Shinobido 2: Revenge of Zen,shinobido-2-revenge-of-zen,Action,M,other,Namco Bandai,Acquire,0.16,2012,japan,0.02
10055,Shinobido 2: Revenge of Zen,shinobido-2-revenge-of-zen,Action,M,other,Namco Bandai,Acquire,0.16,2012,other,0.03
10056,Mugen Souls,mugen-souls,Role-Playing,T,other,NIS America,Compile Heart,0.16,2012,north america,0.04
10056,Mugen Souls,mugen-souls,Role-Playing,T,other,NIS America,Compile Heart,0.16,2012,europe,0.03
10056,Mugen Souls,mugen-souls,Role-Playing,T,other,NIS America,Compile Heart,0.16,2012,japan,0.08
10056,Mugen Souls,mugen-souls,Role-Playing,T,other,NIS America,Compile Heart,0.16,2012,other,0.01
10058,Naruto Powerful Shippuden,naruto-powerful-shippuden,Action-Adventure,E10,other,Namco Bandai Games,Namco Bandai Games,0.16,2013,north america,0.08
10058,Naruto Powerful Shippuden,naruto-powerful-shippuden,Action-Adventure,E10,other,Namco Bandai Games,Namco Bandai Games,0.16,2013,europe,0.02
10058,Naruto Powerful Shippuden,naruto-powerful-shippuden,Action-Adventure,E10,other,Namco Bandai Games,Namco Bandai Games,0.16,2013,japan,0.04
10058,Naruto Powerful Shippuden,naruto-powerful-shippuden,Action-Adventure,E10,other,Namco Bandai Games,Namco Bandai Games,0.16,2013,other,0.01
10065,Psychic Force,psychic-force,Fighting,T,other,Acclaim Entertainment,Taito Corporation,0.16,1996,north america,0.01
10065,Psychic Force,psychic-force,Fighting,T,other,Acclaim Entertainment,Taito Corporation,0.16,1996,europe,0.01
10065,Psychic Force,psychic-force,Fighting,T,other,Acclaim Entertainment,Taito Corporation,0.16,1996,japan,0.13
10065,Psychic Force,psychic-force,Fighting,T,other,Acclaim Entertainment,Taito Corporation,0.16,1996,other,0.01
10066,Castlevania: Lords of Shadow - Mirror of Fate,castlevania-lords-of-shadow-mirror-of-fate,Action-Adventure,M,other,Konami Digital Entertainment,Mercury Steam,0.16,2013,north america,0.04
10066,Castlevania: Lords of Shadow - Mirror of Fate,castlevania-lords-of-shadow-mirror-of-fate,Action-Adventure,M,other,Konami Digital Entertainment,Mercury Steam,0.16,2013,europe,0.08
10066,Castlevania: Lords of Shadow - Mirror of Fate,castlevania-lords-of-shadow-mirror-of-fate,Action-Adventure,M,other,Konami Digital Entertainment,Mercury Steam,0.16,2013,japan,0.03
10066,Castlevania: Lords of Shadow - Mirror of Fate,castlevania-lords-of-shadow-mirror-of-fate,Action-Adventure,M,other,Konami Digital Entertainment,Mercury Steam,0.16,2013,other,0.01
10072,Time Hollow,time-hollow,Adventure,T,DS,Konami,Tenky,0.16,2008,north america,0.03
10072,Time Hollow,time-hollow,Adventure,T,DS,Konami,Tenky,0.16,2008,europe,0.01
10072,Time Hollow,time-hollow,Adventure,T,DS,Konami,Tenky,0.16,2008,japan,0.11
